"","modGenes","module","colourRGB"
"1","AGAP000002","lightyellow","#FFFFE0"
"2","AGAP000005","lightyellow","#FFFFE0"
"3","AGAP000007","lightyellow","#FFFFE0"
"4","AGAP000008","honeydew1","#F0FFF0"
"5","AGAP000009","lightgreen","#90EE90"
"6","AGAP000010","blue","#0000FF"
"7","AGAP000011","blue","#0000FF"
"8","AGAP000013","blue","#0000FF"
"9","AGAP000014","plum1","#FFBBFF"
"10","AGAP000015","black","#000000"
"11","AGAP000016","blue","#0000FF"
"12","AGAP000017","lightyellow","#FFFFE0"
"13","AGAP000018","honeydew1","#F0FFF0"
"14","AGAP000019","blue","#0000FF"
"15","AGAP000021","blue","#0000FF"
"16","AGAP000022","blue","#0000FF"
"17","AGAP000023","blue","#0000FF"
"18","AGAP000025","honeydew1","#F0FFF0"
"19","AGAP000028","lightyellow","#FFFFE0"
"20","AGAP000029","orangered4","#8B2500"
"21","AGAP000032","darkorange2","#EE7600"
"22","AGAP000033","black","#000000"
"23","AGAP000035","blue","#0000FF"
"24","AGAP000037","lightgreen","#90EE90"
"25","AGAP000038","lightgreen","#90EE90"
"26","AGAP000039","darkorange2","#EE7600"
"27","AGAP000040","blue","#0000FF"
"28","AGAP000041","lightgreen","#90EE90"
"29","AGAP000042","blue","#0000FF"
"30","AGAP000043","lightyellow","#FFFFE0"
"31","AGAP000044","orangered4","#8B2500"
"32","AGAP000045","lightgreen","#90EE90"
"33","AGAP000046","blue","#0000FF"
"34","AGAP000047","darkorange2","#EE7600"
"35","AGAP000048","lightyellow","#FFFFE0"
"36","AGAP000049","black","#000000"
"37","AGAP000051","grey","#BEBEBE"
"38","AGAP000053","orangered4","#8B2500"
"39","AGAP000056","darkred","#8B0000"
"40","AGAP000057","grey","#BEBEBE"
"41","AGAP000058","lightyellow","#FFFFE0"
"42","AGAP000061","grey","#BEBEBE"
"43","AGAP000062","lightyellow","#FFFFE0"
"44","AGAP000063","lightgreen","#90EE90"
"45","AGAP000064","orangered4","#8B2500"
"46","AGAP000066","black","#000000"
"47","AGAP000067","grey","#BEBEBE"
"48","AGAP000068","lightgreen","#90EE90"
"49","AGAP000070","orangered4","#8B2500"
"50","AGAP000073","black","#000000"
"51","AGAP000075","blue","#0000FF"
"52","AGAP000076","blue","#0000FF"
"53","AGAP000078","blue","#0000FF"
"54","AGAP000079","black","#000000"
"55","AGAP000080","black","#000000"
"56","AGAP000081","honeydew1","#F0FFF0"
"57","AGAP000085","grey","#BEBEBE"
"58","AGAP000090","black","#000000"
"59","AGAP000091","blue","#0000FF"
"60","AGAP000092","blue","#0000FF"
"61","AGAP000093","lightgreen","#90EE90"
"62","AGAP000094","blue","#0000FF"
"63","AGAP000095","orangered4","#8B2500"
"64","AGAP000096","bisque4","#8B7D6B"
"65","AGAP000097","black","#000000"
"66","AGAP000098","blue","#0000FF"
"67","AGAP000099","blue","#0000FF"
"68","AGAP000100","darkorange2","#EE7600"
"69","AGAP000102","blue","#0000FF"
"70","AGAP000104","blue","#0000FF"
"71","AGAP000105","blue","#0000FF"
"72","AGAP000106","blue","#0000FF"
"73","AGAP000107","orangered4","#8B2500"
"74","AGAP000108","grey","#BEBEBE"
"75","AGAP000109","black","#000000"
"76","AGAP000112","lightyellow","#FFFFE0"
"77","AGAP000113","cyan","#00FFFF"
"78","AGAP000114","orangered4","#8B2500"
"79","AGAP000115","lightyellow","#FFFFE0"
"80","AGAP000116","blue","#0000FF"
"81","AGAP000117","blue","#0000FF"
"82","AGAP000118","blue","#0000FF"
"83","AGAP000119","blue","#0000FF"
"84","AGAP000120","blue","#0000FF"
"85","AGAP000121","lightgreen","#90EE90"
"86","AGAP000123","honeydew1","#F0FFF0"
"87","AGAP000124","lightyellow","#FFFFE0"
"88","AGAP000126","blue","#0000FF"
"89","AGAP000127","blue","#0000FF"
"90","AGAP000128","grey","#BEBEBE"
"91","AGAP000129","blue","#0000FF"
"92","AGAP000131","lightgreen","#90EE90"
"93","AGAP000132","orangered4","#8B2500"
"94","AGAP000133","honeydew1","#F0FFF0"
"95","AGAP000136","blue","#0000FF"
"96","AGAP000137","blue","#0000FF"
"97","AGAP000138","lightgreen","#90EE90"
"98","AGAP000139","blue","#0000FF"
"99","AGAP000140","darkred","#8B0000"
"100","AGAP000141","orangered4","#8B2500"
"101","AGAP000142","lightyellow","#FFFFE0"
"102","AGAP000143","orangered4","#8B2500"
"103","AGAP000144","black","#000000"
"104","AGAP000145","black","#000000"
"105","AGAP000146","black","#000000"
"106","AGAP000147","blue","#0000FF"
"107","AGAP000149","blue","#0000FF"
"108","AGAP000150","darkorange2","#EE7600"
"109","AGAP000151","lightgreen","#90EE90"
"110","AGAP000152","darkorange2","#EE7600"
"111","AGAP000153","blue","#0000FF"
"112","AGAP000154","blue","#0000FF"
"113","AGAP000155","lightcyan1","#E0FFFF"
"114","AGAP000156","lightgreen","#90EE90"
"115","AGAP000158","honeydew1","#F0FFF0"
"116","AGAP000159","honeydew1","#F0FFF0"
"117","AGAP000161","blue","#0000FF"
"118","AGAP000162","blue","#0000FF"
"119","AGAP000163","blue","#0000FF"
"120","AGAP000164","blue","#0000FF"
"121","AGAP000165","honeydew1","#F0FFF0"
"122","AGAP000166","blue","#0000FF"
"123","AGAP000167","honeydew1","#F0FFF0"
"124","AGAP000168","blue","#0000FF"
"125","AGAP000169","darkorange","#FF8C00"
"126","AGAP000170","blue","#0000FF"
"127","AGAP000171","blue","#0000FF"
"128","AGAP000173","darkorange2","#EE7600"
"129","AGAP000178","orangered4","#8B2500"
"130","AGAP000179","blue","#0000FF"
"131","AGAP000180","blue","#0000FF"
"132","AGAP000181","honeydew1","#F0FFF0"
"133","AGAP000182","blue","#0000FF"
"134","AGAP000183","blue","#0000FF"
"135","AGAP000184","blue","#0000FF"
"136","AGAP000185","lightyellow","#FFFFE0"
"137","AGAP000186","black","#000000"
"138","AGAP000187","blue","#0000FF"
"139","AGAP000188","darkorange2","#EE7600"
"140","AGAP000189","blue","#0000FF"
"141","AGAP000190","black","#000000"
"142","AGAP000191","orangered4","#8B2500"
"143","AGAP000192","blue","#0000FF"
"144","AGAP000194","grey","#BEBEBE"
"145","AGAP000195","blue","#0000FF"
"146","AGAP000196","blue","#0000FF"
"147","AGAP000198","blue","#0000FF"
"148","AGAP000199","blue","#0000FF"
"149","AGAP000200","darkorange2","#EE7600"
"150","AGAP000201","darkorange","#FF8C00"
"151","AGAP000202","grey","#BEBEBE"
"152","AGAP000203","blue","#0000FF"
"153","AGAP000204","darkorange2","#EE7600"
"154","AGAP000205","blue","#0000FF"
"155","AGAP000209","darkorange2","#EE7600"
"156","AGAP000210","black","#000000"
"157","AGAP000211","black","#000000"
"158","AGAP000213","blue","#0000FF"
"159","AGAP000214","blue","#0000FF"
"160","AGAP000215","grey","#BEBEBE"
"161","AGAP000217","lightyellow","#FFFFE0"
"162","AGAP000218","darkorange2","#EE7600"
"163","AGAP000219","grey","#BEBEBE"
"164","AGAP000220","mediumpurple3","#8968CD"
"165","AGAP000222","black","#000000"
"166","AGAP000223","lightyellow","#FFFFE0"
"167","AGAP000225","darkorange2","#EE7600"
"168","AGAP000228","lightgreen","#90EE90"
"169","AGAP000232","lightgreen","#90EE90"
"170","AGAP000233","blue","#0000FF"
"171","AGAP000234","orangered4","#8B2500"
"172","AGAP000235","lightcyan1","#E0FFFF"
"173","AGAP000236","blue","#0000FF"
"174","AGAP000237","grey","#BEBEBE"
"175","AGAP000238","honeydew1","#F0FFF0"
"176","AGAP000239","honeydew1","#F0FFF0"
"177","AGAP000240","blue","#0000FF"
"178","AGAP000241","black","#000000"
"179","AGAP000242","honeydew1","#F0FFF0"
"180","AGAP000243","plum1","#FFBBFF"
"181","AGAP000245","darkturquoise","#00CED1"
"182","AGAP000246","blue","#0000FF"
"183","AGAP000247","blue","#0000FF"
"184","AGAP000248","orangered4","#8B2500"
"185","AGAP000249","blue","#0000FF"
"186","AGAP000250","blue","#0000FF"
"187","AGAP000251","blue","#0000FF"
"188","AGAP000252","lightyellow","#FFFFE0"
"189","AGAP000253","blue","#0000FF"
"190","AGAP000254","black","#000000"
"191","AGAP000255","orangered4","#8B2500"
"192","AGAP000256","honeydew1","#F0FFF0"
"193","AGAP000258","blue","#0000FF"
"194","AGAP000260","lightgreen","#90EE90"
"195","AGAP000261","lightyellow","#FFFFE0"
"196","AGAP000264","orangered4","#8B2500"
"197","AGAP000266","cyan","#00FFFF"
"198","AGAP000267","cyan","#00FFFF"
"199","AGAP000268","darkorange2","#EE7600"
"200","AGAP000269","blue","#0000FF"
"201","AGAP000270","orangered4","#8B2500"
"202","AGAP000271","blue","#0000FF"
"203","AGAP000272","blue","#0000FF"
"204","AGAP000273","blue","#0000FF"
"205","AGAP000274","mediumpurple3","#8968CD"
"206","AGAP000275","honeydew1","#F0FFF0"
"207","AGAP000277","darkorange2","#EE7600"
"208","AGAP000278","darkred","#8B0000"
"209","AGAP000280","blue","#0000FF"
"210","AGAP000281","lightgreen","#90EE90"
"211","AGAP000283","lightyellow","#FFFFE0"
"212","AGAP000284","honeydew1","#F0FFF0"
"213","AGAP000285","blue","#0000FF"
"214","AGAP000286","grey","#BEBEBE"
"215","AGAP000287","blue","#0000FF"
"216","AGAP000288","blue","#0000FF"
"217","AGAP000289","lightyellow","#FFFFE0"
"218","AGAP000290","honeydew1","#F0FFF0"
"219","AGAP000291","grey","#BEBEBE"
"220","AGAP000292","lightyellow","#FFFFE0"
"221","AGAP000294","lightyellow","#FFFFE0"
"222","AGAP000295","cyan","#00FFFF"
"223","AGAP000296","lightyellow","#FFFFE0"
"224","AGAP000297","blue","#0000FF"
"225","AGAP000298","mediumpurple3","#8968CD"
"226","AGAP000299","honeydew1","#F0FFF0"
"227","AGAP000300","lightyellow","#FFFFE0"
"228","AGAP000301","lightyellow","#FFFFE0"
"229","AGAP000303","grey","#BEBEBE"
"230","AGAP000304","blue","#0000FF"
"231","AGAP000305","grey","#BEBEBE"
"232","AGAP000306","lightgreen","#90EE90"
"233","AGAP000307","blue","#0000FF"
"234","AGAP000308","orangered4","#8B2500"
"235","AGAP000309","lightyellow","#FFFFE0"
"236","AGAP000310","blue","#0000FF"
"237","AGAP000311","darkorange2","#EE7600"
"238","AGAP000312","orangered4","#8B2500"
"239","AGAP000313","blue","#0000FF"
"240","AGAP000314","blue","#0000FF"
"241","AGAP000315","orangered4","#8B2500"
"242","AGAP000316","lightyellow","#FFFFE0"
"243","AGAP000317","darkorange2","#EE7600"
"244","AGAP000319","orangered4","#8B2500"
"245","AGAP000320","blue","#0000FF"
"246","AGAP000321","blue","#0000FF"
"247","AGAP000322","lightyellow","#FFFFE0"
"248","AGAP000323","darkred","#8B0000"
"249","AGAP000326","blue","#0000FF"
"250","AGAP000327","blue","#0000FF"
"251","AGAP000328","blue","#0000FF"
"252","AGAP000329","lightgreen","#90EE90"
"253","AGAP000330","lightyellow","#FFFFE0"
"254","AGAP000331","lightyellow","#FFFFE0"
"255","AGAP000332","blue","#0000FF"
"256","AGAP000334","blue","#0000FF"
"257","AGAP000336","honeydew1","#F0FFF0"
"258","AGAP000337","blue","#0000FF"
"259","AGAP000338","blue","#0000FF"
"260","AGAP000339","honeydew1","#F0FFF0"
"261","AGAP000340","blue","#0000FF"
"262","AGAP000341","blue","#0000FF"
"263","AGAP000342","lightgreen","#90EE90"
"264","AGAP000343","blue","#0000FF"
"265","AGAP000344","darkorange2","#EE7600"
"266","AGAP000345","darkorange2","#EE7600"
"267","AGAP000346","blue","#0000FF"
"268","AGAP000347","skyblue2","#7EC0EE"
"269","AGAP000348","blue","#0000FF"
"270","AGAP000349","blue","#0000FF"
"271","AGAP000351","blue","#0000FF"
"272","AGAP000352","blue","#0000FF"
"273","AGAP000354","plum1","#FFBBFF"
"274","AGAP000355","orangered4","#8B2500"
"275","AGAP000356","black","#000000"
"276","AGAP000357","grey","#BEBEBE"
"277","AGAP000358","blue","#0000FF"
"278","AGAP000359","darkorange2","#EE7600"
"279","AGAP000360","lightgreen","#90EE90"
"280","AGAP000361","darkred","#8B0000"
"281","AGAP000363","lightgreen","#90EE90"
"282","AGAP000364","lightyellow","#FFFFE0"
"283","AGAP000365","bisque4","#8B7D6B"
"284","AGAP000366","black","#000000"
"285","AGAP000367","black","#000000"
"286","AGAP000368","lightyellow","#FFFFE0"
"287","AGAP000369","grey","#BEBEBE"
"288","AGAP000372","plum1","#FFBBFF"
"289","AGAP000374","darkred","#8B0000"
"290","AGAP000375","lightyellow","#FFFFE0"
"291","AGAP000376","blue","#0000FF"
"292","AGAP000377","darkorange2","#EE7600"
"293","AGAP000378","blue","#0000FF"
"294","AGAP000379","blue","#0000FF"
"295","AGAP000380","plum1","#FFBBFF"
"296","AGAP000382","coral1","#FF7256"
"297","AGAP000383","lightyellow","#FFFFE0"
"298","AGAP000385","darkred","#8B0000"
"299","AGAP000387","blue","#0000FF"
"300","AGAP000388","blue","#0000FF"
"301","AGAP000389","lightgreen","#90EE90"
"302","AGAP000390","blue","#0000FF"
"303","AGAP000391","lightgreen","#90EE90"
"304","AGAP000392","orangered4","#8B2500"
"305","AGAP000393","lightgreen","#90EE90"
"306","AGAP000394","lightgreen","#90EE90"
"307","AGAP000395","blue","#0000FF"
"308","AGAP000396","lightyellow","#FFFFE0"
"309","AGAP000397","lightyellow","#FFFFE0"
"310","AGAP000399","lightyellow","#FFFFE0"
"311","AGAP000400","honeydew1","#F0FFF0"
"312","AGAP000401","lightcyan1","#E0FFFF"
"313","AGAP000402","blue","#0000FF"
"314","AGAP000403","lightyellow","#FFFFE0"
"315","AGAP000405","blue","#0000FF"
"316","AGAP000406","orangered4","#8B2500"
"317","AGAP000407","orangered4","#8B2500"
"318","AGAP000410","blue","#0000FF"
"319","AGAP000411","grey","#BEBEBE"
"320","AGAP000412","mediumpurple3","#8968CD"
"321","AGAP000413","grey","#BEBEBE"
"322","AGAP000414","orangered4","#8B2500"
"323","AGAP000415","lightyellow","#FFFFE0"
"324","AGAP000416","orangered4","#8B2500"
"325","AGAP000417","black","#000000"
"326","AGAP000420","black","#000000"
"327","AGAP000422","blue","#0000FF"
"328","AGAP000423","darkorange2","#EE7600"
"329","AGAP000424","lightgreen","#90EE90"
"330","AGAP000425","antiquewhite4","#8B8378"
"331","AGAP000426","blue","#0000FF"
"332","AGAP000427","orangered4","#8B2500"
"333","AGAP000428","blue","#0000FF"
"334","AGAP000429","blue","#0000FF"
"335","AGAP000430","blue","#0000FF"
"336","AGAP000431","lightgreen","#90EE90"
"337","AGAP000432","blue","#0000FF"
"338","AGAP000433","lightyellow","#FFFFE0"
"339","AGAP000434","blue","#0000FF"
"340","AGAP000436","lightyellow","#FFFFE0"
"341","AGAP000438","blue","#0000FF"
"342","AGAP000439","orangered4","#8B2500"
"343","AGAP000440","orangered4","#8B2500"
"344","AGAP000441","blue","#0000FF"
"345","AGAP000444","orangered4","#8B2500"
"346","AGAP000445","grey","#BEBEBE"
"347","AGAP000446","lightgreen","#90EE90"
"348","AGAP000447","lightyellow","#FFFFE0"
"349","AGAP000448","black","#000000"
"350","AGAP000449","lightyellow","#FFFFE0"
"351","AGAP000452","lightyellow","#FFFFE0"
"352","AGAP000453","blue","#0000FF"
"353","AGAP000454","lightyellow","#FFFFE0"
"354","AGAP000456","blue","#0000FF"
"355","AGAP000457","black","#000000"
"356","AGAP000458","blue","#0000FF"
"357","AGAP000460","lightgreen","#90EE90"
"358","AGAP000461","lightgreen","#90EE90"
"359","AGAP000462","orangered4","#8B2500"
"360","AGAP000463","blue","#0000FF"
"361","AGAP000466","blue","#0000FF"
"362","AGAP000467","lightyellow","#FFFFE0"
"363","AGAP000468","yellow4","#8B8B00"
"364","AGAP000469","blue","#0000FF"
"365","AGAP000470","orangered4","#8B2500"
"366","AGAP000471","blue","#0000FF"
"367","AGAP000472","blue","#0000FF"
"368","AGAP000473","honeydew1","#F0FFF0"
"369","AGAP000474","blue","#0000FF"
"370","AGAP000475","lightyellow","#FFFFE0"
"371","AGAP000476","blue","#0000FF"
"372","AGAP000477","lightgreen","#90EE90"
"373","AGAP000478","darkorange2","#EE7600"
"374","AGAP000479","orangered4","#8B2500"
"375","AGAP000480","orangered4","#8B2500"
"376","AGAP000481","black","#000000"
"377","AGAP000482","blue","#0000FF"
"378","AGAP000483","blue","#0000FF"
"379","AGAP000484","darkorange2","#EE7600"
"380","AGAP000485","darkorange2","#EE7600"
"381","AGAP000488","grey","#BEBEBE"
"382","AGAP000489","lightyellow","#FFFFE0"
"383","AGAP000491","mediumpurple3","#8968CD"
"384","AGAP000493","lightgreen","#90EE90"
"385","AGAP000494","lightgreen","#90EE90"
"386","AGAP000495","orangered4","#8B2500"
"387","AGAP000496","blue","#0000FF"
"388","AGAP000497","plum1","#FFBBFF"
"389","AGAP000498","black","#000000"
"390","AGAP000499","blue","#0000FF"
"391","AGAP000500","black","#000000"
"392","AGAP000504","lightyellow","#FFFFE0"
"393","AGAP000506","blue","#0000FF"
"394","AGAP000507","honeydew1","#F0FFF0"
"395","AGAP000509","lightyellow","#FFFFE0"
"396","AGAP000512","grey","#BEBEBE"
"397","AGAP000513","honeydew1","#F0FFF0"
"398","AGAP000514","grey","#BEBEBE"
"399","AGAP000515","honeydew1","#F0FFF0"
"400","AGAP000516","honeydew1","#F0FFF0"
"401","AGAP000519","black","#000000"
"402","AGAP000520","lightyellow","#FFFFE0"
"403","AGAP000521","blue","#0000FF"
"404","AGAP000522","lightgreen","#90EE90"
"405","AGAP000523","black","#000000"
"406","AGAP000528","blue","#0000FF"
"407","AGAP000529","blue","#0000FF"
"408","AGAP000530","blue","#0000FF"
"409","AGAP000531","blue","#0000FF"
"410","AGAP000532","honeydew1","#F0FFF0"
"411","AGAP000533","grey","#BEBEBE"
"412","AGAP000534","lightyellow","#FFFFE0"
"413","AGAP000535","blue","#0000FF"
"414","AGAP000536","blue","#0000FF"
"415","AGAP000540","black","#000000"
"416","AGAP000543","lightyellow","#FFFFE0"
"417","AGAP000544","honeydew1","#F0FFF0"
"418","AGAP000545","orangered4","#8B2500"
"419","AGAP000546","honeydew1","#F0FFF0"
"420","AGAP000547","orangered4","#8B2500"
"421","AGAP000548","darkred","#8B0000"
"422","AGAP000549","blue","#0000FF"
"423","AGAP000550","lightgreen","#90EE90"
"424","AGAP000551","blue","#0000FF"
"425","AGAP000552","blue","#0000FF"
"426","AGAP000553","orangered4","#8B2500"
"427","AGAP000554","blue","#0000FF"
"428","AGAP000555","blue","#0000FF"
"429","AGAP000556","blue","#0000FF"
"430","AGAP000558","blue","#0000FF"
"431","AGAP000559","blue","#0000FF"
"432","AGAP000560","blue","#0000FF"
"433","AGAP000561","lightyellow","#FFFFE0"
"434","AGAP000562","blue","#0000FF"
"435","AGAP000563","blue","#0000FF"
"436","AGAP000564","orangered4","#8B2500"
"437","AGAP000565","lightyellow","#FFFFE0"
"438","AGAP000566","lightyellow","#FFFFE0"
"439","AGAP000567","lightyellow","#FFFFE0"
"440","AGAP000569","lightgreen","#90EE90"
"441","AGAP000570","blue","#0000FF"
"442","AGAP000571","orangered4","#8B2500"
"443","AGAP000572","blue","#0000FF"
"444","AGAP000573","blue","#0000FF"
"445","AGAP000574","saddlebrown","#8B4513"
"446","AGAP000575","darkred","#8B0000"
"447","AGAP000576","blue","#0000FF"
"448","AGAP000577","plum1","#FFBBFF"
"449","AGAP000578","blue","#0000FF"
"450","AGAP000579","blue","#0000FF"
"451","AGAP000585","lightgreen","#90EE90"
"452","AGAP000586","blue","#0000FF"
"453","AGAP000587","lightyellow","#FFFFE0"
"454","AGAP000588","blue","#0000FF"
"455","AGAP000589","blue","#0000FF"
"456","AGAP000591","blue","#0000FF"
"457","AGAP000592","grey","#BEBEBE"
"458","AGAP000595","honeydew1","#F0FFF0"
"459","AGAP000596","mediumpurple3","#8968CD"
"460","AGAP000597","blue","#0000FF"
"461","AGAP000598","blue","#0000FF"
"462","AGAP000599","blue","#0000FF"
"463","AGAP000601","blue","#0000FF"
"464","AGAP000602","blue","#0000FF"
"465","AGAP000603","blue","#0000FF"
"466","AGAP000604","blue","#0000FF"
"467","AGAP000605","honeydew1","#F0FFF0"
"468","AGAP000606","lightgreen","#90EE90"
"469","AGAP000607","lightgreen","#90EE90"
"470","AGAP000609","lightgreen","#90EE90"
"471","AGAP000610","lightgreen","#90EE90"
"472","AGAP000611","darkorange2","#EE7600"
"473","AGAP000612","lightgreen","#90EE90"
"474","AGAP000614","blue","#0000FF"
"475","AGAP000615","blue","#0000FF"
"476","AGAP000616","blue","#0000FF"
"477","AGAP000617","blue","#0000FF"
"478","AGAP000618","lightyellow","#FFFFE0"
"479","AGAP000619","grey","#BEBEBE"
"480","AGAP000620","darkred","#8B0000"
"481","AGAP000622","blue","#0000FF"
"482","AGAP000623","darkorange2","#EE7600"
"483","AGAP000624","grey","#BEBEBE"
"484","AGAP000625","lightyellow","#FFFFE0"
"485","AGAP000626","orangered4","#8B2500"
"486","AGAP000627","honeydew1","#F0FFF0"
"487","AGAP000628","grey","#BEBEBE"
"488","AGAP000629","lightgreen","#90EE90"
"489","AGAP000630","black","#000000"
"490","AGAP000631","blue","#0000FF"
"491","AGAP000633","blue","#0000FF"
"492","AGAP000634","blue","#0000FF"
"493","AGAP000635","blue","#0000FF"
"494","AGAP000636","grey","#BEBEBE"
"495","AGAP000637","blue","#0000FF"
"496","AGAP000646","black","#000000"
"497","AGAP000648","blue","#0000FF"
"498","AGAP000649","blue","#0000FF"
"499","AGAP000650","black","#000000"
"500","AGAP000651","blue","#0000FF"
"501","AGAP000653","blue","#0000FF"
"502","AGAP000656","blue","#0000FF"
"503","AGAP000657","blue","#0000FF"
"504","AGAP000658","blue","#0000FF"
"505","AGAP000659","blue","#0000FF"
"506","AGAP000660","blue","#0000FF"
"507","AGAP000662","blue","#0000FF"
"508","AGAP000663","darkorange","#FF8C00"
"509","AGAP000666","honeydew1","#F0FFF0"
"510","AGAP000667","blue","#0000FF"
"511","AGAP000668","orangered4","#8B2500"
"512","AGAP000669","grey","#BEBEBE"
"513","AGAP000670","orangered4","#8B2500"
"514","AGAP000671","grey","#BEBEBE"
"515","AGAP000672","orangered4","#8B2500"
"516","AGAP000673","grey","#BEBEBE"
"517","AGAP000674","plum1","#FFBBFF"
"518","AGAP000675","honeydew1","#F0FFF0"
"519","AGAP000676","lightyellow","#FFFFE0"
"520","AGAP000678","blue","#0000FF"
"521","AGAP000679","orangered4","#8B2500"
"522","AGAP000680","grey","#BEBEBE"
"523","AGAP000682","grey","#BEBEBE"
"524","AGAP000684","lightyellow","#FFFFE0"
"525","AGAP000685","darkorange2","#EE7600"
"526","AGAP000686","blue","#0000FF"
"527","AGAP000687","black","#000000"
"528","AGAP000688","lightyellow","#FFFFE0"
"529","AGAP000689","grey","#BEBEBE"
"530","AGAP000690","black","#000000"
"531","AGAP000691","blue","#0000FF"
"532","AGAP000692","darkorange2","#EE7600"
"533","AGAP000693","honeydew1","#F0FFF0"
"534","AGAP000694","mediumpurple3","#8968CD"
"535","AGAP000695","blue","#0000FF"
"536","AGAP000696","darkorange2","#EE7600"
"537","AGAP000697","grey","#BEBEBE"
"538","AGAP000698","blue","#0000FF"
"539","AGAP000699","blue","#0000FF"
"540","AGAP000700","blue","#0000FF"
"541","AGAP000702","grey","#BEBEBE"
"542","AGAP000703","lightgreen","#90EE90"
"543","AGAP000704","bisque4","#8B7D6B"
"544","AGAP000705","orangered4","#8B2500"
"545","AGAP000707","lightgreen","#90EE90"
"546","AGAP000708","black","#000000"
"547","AGAP000711","blue","#0000FF"
"548","AGAP000713","blue","#0000FF"
"549","AGAP000715","lightgreen","#90EE90"
"550","AGAP000717","black","#000000"
"551","AGAP000718","black","#000000"
"552","AGAP000719","lightyellow","#FFFFE0"
"553","AGAP000720","darkorange2","#EE7600"
"554","AGAP000721","black","#000000"
"555","AGAP000723","blue","#0000FF"
"556","AGAP000724","blue","#0000FF"
"557","AGAP000725","honeydew1","#F0FFF0"
"558","AGAP000726","blue","#0000FF"
"559","AGAP000727","blue","#0000FF"
"560","AGAP000728","grey","#BEBEBE"
"561","AGAP000731","lightgreen","#90EE90"
"562","AGAP000732","black","#000000"
"563","AGAP000733","lightyellow","#FFFFE0"
"564","AGAP000734","blue","#0000FF"
"565","AGAP000736","blue","#0000FF"
"566","AGAP000737","blue","#0000FF"
"567","AGAP000738","lightyellow","#FFFFE0"
"568","AGAP000740","blue","#0000FF"
"569","AGAP000741","blue","#0000FF"
"570","AGAP000743","blue","#0000FF"
"571","AGAP000745","darkorange2","#EE7600"
"572","AGAP000747","grey","#BEBEBE"
"573","AGAP000748","blue","#0000FF"
"574","AGAP000749","darkorange2","#EE7600"
"575","AGAP000750","blue","#0000FF"
"576","AGAP000751","lightgreen","#90EE90"
"577","AGAP000752","orangered4","#8B2500"
"578","AGAP000754","orangered4","#8B2500"
"579","AGAP000755","black","#000000"
"580","AGAP000756","lightyellow","#FFFFE0"
"581","AGAP000757","honeydew1","#F0FFF0"
"582","AGAP000758","blue","#0000FF"
"583","AGAP000760","grey","#BEBEBE"
"584","AGAP000761","black","#000000"
"585","AGAP000762","blue","#0000FF"
"586","AGAP000763","lightyellow","#FFFFE0"
"587","AGAP000765","blue","#0000FF"
"588","AGAP000767","grey","#BEBEBE"
"589","AGAP000768","blue","#0000FF"
"590","AGAP000769","darkturquoise","#00CED1"
"591","AGAP000770","blue","#0000FF"
"592","AGAP000771","blue","#0000FF"
"593","AGAP000772","honeydew1","#F0FFF0"
"594","AGAP000773","darkred","#8B0000"
"595","AGAP000774","lightyellow","#FFFFE0"
"596","AGAP000776","blue","#0000FF"
"597","AGAP000777","lightgreen","#90EE90"
"598","AGAP000778","blue","#0000FF"
"599","AGAP000779","blue","#0000FF"
"600","AGAP000780","blue","#0000FF"
"601","AGAP000781","blue","#0000FF"
"602","AGAP000782","darkturquoise","#00CED1"
"603","AGAP000783","lightyellow","#FFFFE0"
"604","AGAP000784","blue","#0000FF"
"605","AGAP000785","black","#000000"
"606","AGAP000786","saddlebrown","#8B4513"
"607","AGAP000787","blue","#0000FF"
"608","AGAP000789","grey","#BEBEBE"
"609","AGAP000790","honeydew1","#F0FFF0"
"610","AGAP000791","blue","#0000FF"
"611","AGAP000792","black","#000000"
"612","AGAP000793","grey","#BEBEBE"
"613","AGAP000794","lightgreen","#90EE90"
"614","AGAP000795","darkred","#8B0000"
"615","AGAP000797","blue","#0000FF"
"616","AGAP000798","darkorange2","#EE7600"
"617","AGAP000801","darkred","#8B0000"
"618","AGAP000803","lightyellow","#FFFFE0"
"619","AGAP000804","blue","#0000FF"
"620","AGAP000805","lightgreen","#90EE90"
"621","AGAP000806","orangered4","#8B2500"
"622","AGAP000807","blue","#0000FF"
"623","AGAP000808","blue","#0000FF"
"624","AGAP000809","blue","#0000FF"
"625","AGAP000810","lightyellow","#FFFFE0"
"626","AGAP000812","honeydew1","#F0FFF0"
"627","AGAP000813","lightyellow","#FFFFE0"
"628","AGAP000814","blue","#0000FF"
"629","AGAP000815","darkorange2","#EE7600"
"630","AGAP000818","orangered4","#8B2500"
"631","AGAP000820","darkorange2","#EE7600"
"632","AGAP000821","saddlebrown","#8B4513"
"633","AGAP000822","grey","#BEBEBE"
"634","AGAP000823","darkorange2","#EE7600"
"635","AGAP000824","grey","#BEBEBE"
"636","AGAP000825","orangered4","#8B2500"
"637","AGAP000826","lightyellow","#FFFFE0"
"638","AGAP000829","lightyellow","#FFFFE0"
"639","AGAP000830","honeydew1","#F0FFF0"
"640","AGAP000831","blue","#0000FF"
"641","AGAP000832","orangered4","#8B2500"
"642","AGAP000833","grey","#BEBEBE"
"643","AGAP000834","black","#000000"
"644","AGAP000835","honeydew1","#F0FFF0"
"645","AGAP000840","blue","#0000FF"
