"","modGenes","module","colourRGB"
"5503","AGAP007366","honeydew1","#F0FFF0"
"5504","AGAP007367","black","#000000"
"5505","AGAP007369","black","#000000"
"5506","AGAP007373","blue","#0000FF"
"5507","AGAP007374","blue","#0000FF"
"5508","AGAP007375","skyblue1","#87CEFF"
"5509","AGAP007376","blue","#0000FF"
"5510","AGAP007377","black","#000000"
"5511","AGAP007378","grey","#BEBEBE"
"5512","AGAP007379","blue","#0000FF"
"5513","AGAP007380","lightyellow","#FFFFE0"
"5514","AGAP007381","blue","#0000FF"
"5515","AGAP007382","blue","#0000FF"
"5516","AGAP007383","blue","#0000FF"
"5517","AGAP007384","blue","#0000FF"
"5518","AGAP007385","blue","#0000FF"
"5519","AGAP007386","grey","#BEBEBE"
"5520","AGAP007387","grey","#BEBEBE"
"5521","AGAP007388","black","#000000"
"5522","AGAP007389","honeydew1","#F0FFF0"
"5523","AGAP007390","black","#000000"
"5524","AGAP007391","honeydew1","#F0FFF0"
"5525","AGAP007392","honeydew1","#F0FFF0"
"5526","AGAP007393","blue","#0000FF"
"5527","AGAP007394","orangered4","#8B2500"
"5528","AGAP007395","blue","#0000FF"
"5529","AGAP007396","orangered4","#8B2500"
"5530","AGAP007397","black","#000000"
"5531","AGAP007398","bisque4","#8B7D6B"
"5532","AGAP007399","blue","#0000FF"
"5533","AGAP007400","blue","#0000FF"
"5534","AGAP007401","orangered4","#8B2500"
"5535","AGAP007402","blue","#0000FF"
"5536","AGAP007403","blue","#0000FF"
"5537","AGAP007405","blue","#0000FF"
"5538","AGAP007406","orangered4","#8B2500"
"5539","AGAP007407","grey","#BEBEBE"
"5540","AGAP007408","grey","#BEBEBE"
"5541","AGAP007409","darkred","#8B0000"
"5542","AGAP007410","lightyellow","#FFFFE0"
"5543","AGAP007411","blue","#0000FF"
"5544","AGAP007412","honeydew1","#F0FFF0"
"5545","AGAP007413","orangered4","#8B2500"
"5546","AGAP007416","saddlebrown","#8B4513"
"5547","AGAP007417","orangered4","#8B2500"
"5548","AGAP007418","blue","#0000FF"
"5549","AGAP007419","blue","#0000FF"
"5550","AGAP007420","honeydew1","#F0FFF0"
"5551","AGAP007421","lightyellow","#FFFFE0"
"5552","AGAP007422","blue","#0000FF"
"5553","AGAP007423","orangered4","#8B2500"
"5554","AGAP007439","blue","#0000FF"
"5555","AGAP007440","lightyellow","#FFFFE0"
"5556","AGAP007443","honeydew1","#F0FFF0"
"5557","AGAP007445","yellow4","#8B8B00"
"5558","AGAP007450","grey","#BEBEBE"
"5559","AGAP007451","blue","#0000FF"
"5560","AGAP007452","blue","#0000FF"
"5561","AGAP007453","orangered4","#8B2500"
"5562","AGAP007454","black","#000000"
"5563","AGAP007455","grey","#BEBEBE"
"5564","AGAP007456","orangered4","#8B2500"
"5565","AGAP007457","black","#000000"
"5566","AGAP007458","orangered4","#8B2500"
"5567","AGAP007459","grey","#BEBEBE"
"5568","AGAP007460","lightgreen","#90EE90"
"5569","AGAP007461","blue","#0000FF"
"5570","AGAP007462","darkorange","#FF8C00"
"5571","AGAP007463","grey","#BEBEBE"
"5572","AGAP007464","grey","#BEBEBE"
"5573","AGAP007465","bisque4","#8B7D6B"
"5574","AGAP007466","black","#000000"
"5575","AGAP007469","grey","#BEBEBE"
"5576","AGAP007470","grey","#BEBEBE"
"5577","AGAP007471","orangered3","#CD3700"
"5578","AGAP007472","darkorange2","#EE7600"
"5579","AGAP007473","orangered4","#8B2500"
"5580","AGAP007474","blue","#0000FF"
"5581","AGAP007475","lightyellow","#FFFFE0"
"5582","AGAP007476","darkorange2","#EE7600"
"5583","AGAP007477","blue","#0000FF"
"5584","AGAP007478","lightgreen","#90EE90"
"5585","AGAP007479","blue","#0000FF"
"5586","AGAP007480","blue","#0000FF"
"5587","AGAP007481","blue","#0000FF"
"5588","AGAP007482","blue","#0000FF"
"5589","AGAP007483","darkorange2","#EE7600"
"5590","AGAP007484","grey","#BEBEBE"
"5591","AGAP007485","blue","#0000FF"
"5592","AGAP007489","grey","#BEBEBE"
"5593","AGAP007490","darkred","#8B0000"
"5594","AGAP007491","lightyellow","#FFFFE0"
"5595","AGAP007492","honeydew1","#F0FFF0"
"5596","AGAP007493","blue","#0000FF"
"5597","AGAP007494","blue","#0000FF"
"5598","AGAP007497","black","#000000"
"5599","AGAP007498","grey","#BEBEBE"
"5600","AGAP007499","blue","#0000FF"
"5601","AGAP007500","darkturquoise","#00CED1"
"5602","AGAP007501","black","#000000"
"5603","AGAP007502","plum1","#FFBBFF"
"5604","AGAP007503","orangered4","#8B2500"
"5605","AGAP007504","blue","#0000FF"
"5606","AGAP007505","blue","#0000FF"
"5607","AGAP007506","black","#000000"
"5608","AGAP007508","blue","#0000FF"
"5609","AGAP007509","blue","#0000FF"
"5610","AGAP007510","blue","#0000FF"
"5611","AGAP007511","orangered4","#8B2500"
"5612","AGAP007512","blue","#0000FF"
"5613","AGAP007513","orangered4","#8B2500"
"5614","AGAP007514","lightcyan1","#E0FFFF"
"5615","AGAP007515","darkred","#8B0000"
"5616","AGAP007516","orangered4","#8B2500"
"5617","AGAP007517","honeydew1","#F0FFF0"
"5618","AGAP007518","lightyellow","#FFFFE0"
"5619","AGAP007520","black","#000000"
"5620","AGAP007521","plum1","#FFBBFF"
"5621","AGAP007522","blue","#0000FF"
"5622","AGAP007523","blue","#0000FF"
"5623","AGAP007524","orangered4","#8B2500"
"5624","AGAP007525","blue","#0000FF"
"5625","AGAP007529","blue","#0000FF"
"5626","AGAP007530","grey","#BEBEBE"
"5627","AGAP007531","orangered4","#8B2500"
"5628","AGAP007532","darkorange2","#EE7600"
"5629","AGAP007533","orangered3","#CD3700"
"5630","AGAP007534","honeydew1","#F0FFF0"
"5631","AGAP007537","blue","#0000FF"
"5632","AGAP007538","honeydew1","#F0FFF0"
"5633","AGAP007539","lightgreen","#90EE90"
"5634","AGAP007540","lightyellow","#FFFFE0"
"5635","AGAP007541","black","#000000"
"5636","AGAP007542","blue","#0000FF"
"5637","AGAP007543","honeydew1","#F0FFF0"
"5638","AGAP007544","blue","#0000FF"
"5639","AGAP007545","darkorange2","#EE7600"
"5640","AGAP007546","lightyellow","#FFFFE0"
"5641","AGAP007547","grey","#BEBEBE"
"5642","AGAP007548","darkorange2","#EE7600"
"5643","AGAP007549","honeydew1","#F0FFF0"
"5644","AGAP007550","blue","#0000FF"
"5645","AGAP007551","blue","#0000FF"
"5646","AGAP007552","black","#000000"
"5647","AGAP007553","grey","#BEBEBE"
"5648","AGAP007556","antiquewhite4","#8B8378"
"5649","AGAP007560","blue","#0000FF"
"5650","AGAP007562","lightyellow","#FFFFE0"
"5651","AGAP007563","lightyellow","#FFFFE0"
"5652","AGAP007564","blue","#0000FF"
"5653","AGAP007565","lightpink4","#8B5F65"
"5654","AGAP007566","blue","#0000FF"
"5655","AGAP007567","blue","#0000FF"
"5656","AGAP007568","blue","#0000FF"
"5657","AGAP007569","honeydew1","#F0FFF0"
"5658","AGAP007570","orangered4","#8B2500"
"5659","AGAP007571","orangered4","#8B2500"
"5660","AGAP007572","lightgreen","#90EE90"
"5661","AGAP007573","lightyellow","#FFFFE0"
"5662","AGAP007574","darkorange2","#EE7600"
"5663","AGAP007575","orangered4","#8B2500"
"5664","AGAP007576","blue","#0000FF"
"5665","AGAP007577","honeydew1","#F0FFF0"
"5666","AGAP007578","blue","#0000FF"
"5667","AGAP007579","lightyellow","#FFFFE0"
"5668","AGAP007581","blue","#0000FF"
"5669","AGAP007582","blue","#0000FF"
"5670","AGAP007584","blue","#0000FF"
"5671","AGAP007585","black","#000000"
"5672","AGAP007586","blue","#0000FF"
"5673","AGAP007587","blue","#0000FF"
"5674","AGAP007588","grey","#BEBEBE"
"5675","AGAP007589","grey","#BEBEBE"
"5676","AGAP007590","blue","#0000FF"
"5677","AGAP007592","blue","#0000FF"
"5678","AGAP007593","lightgreen","#90EE90"
"5679","AGAP007594","bisque4","#8B7D6B"
"5680","AGAP007595","orangered3","#CD3700"
"5681","AGAP007596","ivory","#FFFFF0"
"5682","AGAP007597","grey","#BEBEBE"
"5683","AGAP007598","orangered4","#8B2500"
"5684","AGAP007599","black","#000000"
"5685","AGAP007600","blue","#0000FF"
"5686","AGAP007601","saddlebrown","#8B4513"
"5687","AGAP007602","blue","#0000FF"
"5688","AGAP007603","blue","#0000FF"
"5689","AGAP007604","blue","#0000FF"
"5690","AGAP007605","blue","#0000FF"
"5691","AGAP007606","blue","#0000FF"
"5692","AGAP007607","blue","#0000FF"
"5693","AGAP007608","grey","#BEBEBE"
"5694","AGAP007609","honeydew1","#F0FFF0"
"5695","AGAP007610","blue","#0000FF"
"5696","AGAP007611","blue","#0000FF"
"5697","AGAP007612","black","#000000"
"5698","AGAP007613","darkorange","#FF8C00"
"5699","AGAP007614","blue","#0000FF"
"5700","AGAP007615","lightgreen","#90EE90"
"5701","AGAP007616","darkorange2","#EE7600"
"5702","AGAP007617","blue","#0000FF"
"5703","AGAP007618","blue","#0000FF"
"5704","AGAP007619","plum1","#FFBBFF"
"5705","AGAP007620","lightpink4","#8B5F65"
"5706","AGAP007621","lightyellow","#FFFFE0"
"5707","AGAP007622","grey","#BEBEBE"
"5708","AGAP007623","blue","#0000FF"
"5709","AGAP007624","blue","#0000FF"
"5710","AGAP007625","honeydew1","#F0FFF0"
"5711","AGAP007626","blue","#0000FF"
"5712","AGAP007627","blue","#0000FF"
"5713","AGAP007628","darkorange2","#EE7600"
"5714","AGAP007629","darkorange2","#EE7600"
"5715","AGAP007630","blue","#0000FF"
"5716","AGAP007631","blue","#0000FF"
"5717","AGAP007632","honeydew1","#F0FFF0"
"5718","AGAP007633","black","#000000"
"5719","AGAP007634","honeydew1","#F0FFF0"
"5720","AGAP007636","ivory","#FFFFF0"
"5721","AGAP007637","honeydew1","#F0FFF0"
"5722","AGAP007638","blue","#0000FF"
"5723","AGAP007640","blue","#0000FF"
"5724","AGAP007641","honeydew1","#F0FFF0"
"5725","AGAP007642","black","#000000"
"5726","AGAP007643","lightpink4","#8B5F65"
"5727","AGAP007644","orangered4","#8B2500"
"5728","AGAP007645","blue","#0000FF"
"5729","AGAP007646","blue","#0000FF"
"5730","AGAP007647","honeydew1","#F0FFF0"
"5731","AGAP007648","grey","#BEBEBE"
"5732","AGAP007650","blue","#0000FF"
"5733","AGAP007651","blue","#0000FF"
"5734","AGAP007652","blue","#0000FF"
"5735","AGAP007653","honeydew1","#F0FFF0"
"5736","AGAP007654","honeydew1","#F0FFF0"
"5737","AGAP007655","blue","#0000FF"
"5738","AGAP007656","orangered4","#8B2500"
"5739","AGAP007657","blue","#0000FF"
"5740","AGAP007658","blue","#0000FF"
"5741","AGAP007659","blue","#0000FF"
"5742","AGAP007660","blue","#0000FF"
"5743","AGAP007662","black","#000000"
"5744","AGAP007663","lightyellow","#FFFFE0"
"5745","AGAP007664","grey","#BEBEBE"
"5746","AGAP007665","orangered4","#8B2500"
"5747","AGAP007666","blue","#0000FF"
"5748","AGAP007667","lightcyan1","#E0FFFF"
"5749","AGAP007670","black","#000000"
"5750","AGAP007671","blue","#0000FF"
"5751","AGAP007672","blue","#0000FF"
"5752","AGAP007674","lightgreen","#90EE90"
"5753","AGAP007675","grey","#BEBEBE"
"5754","AGAP007676","darkred","#8B0000"
"5755","AGAP007677","grey","#BEBEBE"
"5756","AGAP007678","lightgreen","#90EE90"
"5757","AGAP007679","grey","#BEBEBE"
"5758","AGAP007682","blue","#0000FF"
"5759","AGAP007683","blue","#0000FF"
"5760","AGAP007684","darkorange2","#EE7600"
"5761","AGAP007685","blue","#0000FF"
"5762","AGAP007686","darkorange2","#EE7600"
"5763","AGAP007687","cyan","#00FFFF"
"5764","AGAP007688","darkorange2","#EE7600"
"5765","AGAP007689","honeydew1","#F0FFF0"
"5766","AGAP007690","honeydew1","#F0FFF0"
"5767","AGAP007691","blue","#0000FF"
"5768","AGAP007692","mediumpurple3","#8968CD"
"5769","AGAP007693","black","#000000"
"5770","AGAP007696","orangered3","#CD3700"
"5771","AGAP007698","lightgreen","#90EE90"
"5772","AGAP007699","blue","#0000FF"
"5773","AGAP007700","grey","#BEBEBE"
"5774","AGAP007701","blue","#0000FF"
"5775","AGAP007702","lightyellow","#FFFFE0"
"5776","AGAP007703","blue","#0000FF"
"5777","AGAP007704","honeydew1","#F0FFF0"
"5778","AGAP007706","darkred","#8B0000"
"5779","AGAP007707","grey","#BEBEBE"
"5780","AGAP007710","blue","#0000FF"
"5781","AGAP007711","honeydew1","#F0FFF0"
"5782","AGAP007712","darkturquoise","#00CED1"
"5783","AGAP007713","blue","#0000FF"
"5784","AGAP007714","grey","#BEBEBE"
"5785","AGAP007717","darkorange2","#EE7600"
"5786","AGAP007718","honeydew1","#F0FFF0"
"5787","AGAP007719","darkorange2","#EE7600"
"5788","AGAP007720","darkorange2","#EE7600"
"5789","AGAP007721","darkturquoise","#00CED1"
"5790","AGAP007722","blue","#0000FF"
"5791","AGAP007723","lightgreen","#90EE90"
"5792","AGAP007724","black","#000000"
"5793","AGAP007725","mediumpurple3","#8968CD"
"5794","AGAP007726","darkturquoise","#00CED1"
"5795","AGAP007727","darkturquoise","#00CED1"
"5796","AGAP007728","bisque4","#8B7D6B"
"5797","AGAP007729","black","#000000"
"5798","AGAP007730","cyan","#00FFFF"
"5799","AGAP007731","blue","#0000FF"
"5800","AGAP007732","orangered4","#8B2500"
"5801","AGAP007733","ivory","#FFFFF0"
"5802","AGAP007734","grey","#BEBEBE"
"5803","AGAP007736","cyan","#00FFFF"
"5804","AGAP007737","black","#000000"
"5805","AGAP007738","black","#000000"
"5806","AGAP007739","blue","#0000FF"
"5807","AGAP007741","grey","#BEBEBE"
"5808","AGAP007742","honeydew1","#F0FFF0"
"5809","AGAP007743","blue","#0000FF"
"5810","AGAP007745","black","#000000"
"5811","AGAP007746","grey","#BEBEBE"
"5812","AGAP007747","black","#000000"
"5813","AGAP007748","grey","#BEBEBE"
"5814","AGAP007749","honeydew1","#F0FFF0"
"5815","AGAP007751","blue","#0000FF"
"5816","AGAP007752","grey","#BEBEBE"
"5817","AGAP007753","blue","#0000FF"
"5818","AGAP007754","yellow4","#8B8B00"
"5819","AGAP007755","black","#000000"
"5820","AGAP007756","darkorange","#FF8C00"
"5821","AGAP007759","lightgreen","#90EE90"
"5822","AGAP007760","grey","#BEBEBE"
"5823","AGAP007761","darkorange2","#EE7600"
"5824","AGAP007762","saddlebrown","#8B4513"
"5825","AGAP007763","skyblue1","#87CEFF"
"5826","AGAP007765","black","#000000"
"5827","AGAP007766","blue","#0000FF"
"5828","AGAP007767","honeydew1","#F0FFF0"
"5829","AGAP007768","lightgreen","#90EE90"
"5830","AGAP007769","blue","#0000FF"
"5831","AGAP007771","honeydew1","#F0FFF0"
"5832","AGAP007772","blue","#0000FF"
"5833","AGAP007773","honeydew1","#F0FFF0"
"5834","AGAP007774","honeydew1","#F0FFF0"
"5835","AGAP007775","blue","#0000FF"
"5836","AGAP007777","blue","#0000FF"
"5837","AGAP007778","mediumpurple3","#8968CD"
"5838","AGAP007779","blue","#0000FF"
"5839","AGAP007780","lightgreen","#90EE90"
"5840","AGAP007783","darkorange2","#EE7600"
"5841","AGAP007784","blue","#0000FF"
"5842","AGAP007785","grey","#BEBEBE"
"5843","AGAP007786","grey","#BEBEBE"
"5844","AGAP007787","honeydew1","#F0FFF0"
"5845","AGAP007788","lightgreen","#90EE90"
"5846","AGAP007789","blue","#0000FF"
"5847","AGAP007790","lightgreen","#90EE90"
"5848","AGAP007791","darkred","#8B0000"
"5849","AGAP007792","darkorange2","#EE7600"
"5850","AGAP007793","lightgreen","#90EE90"
"5851","AGAP007794","saddlebrown","#8B4513"
"5852","AGAP007795","darkorange2","#EE7600"
"5853","AGAP007796","black","#000000"
"5854","AGAP007798","grey","#BEBEBE"
"5855","AGAP007799","grey","#BEBEBE"
"5856","AGAP007801","black","#000000"
"5857","AGAP007802","lightyellow","#FFFFE0"
"5858","AGAP007803","blue","#0000FF"
"5859","AGAP007804","blue","#0000FF"
"5860","AGAP007805","grey","#BEBEBE"
"5861","AGAP007806","blue","#0000FF"
"5862","AGAP007807","honeydew1","#F0FFF0"
"5863","AGAP007808","lightpink4","#8B5F65"
"5864","AGAP007809","mediumpurple3","#8968CD"
"5865","AGAP007810","blue","#0000FF"
"5866","AGAP007811","blue","#0000FF"
"5867","AGAP007812","blue","#0000FF"
"5868","AGAP007813","blue","#0000FF"
"5869","AGAP007817","honeydew1","#F0FFF0"
"5870","AGAP007818","orangered4","#8B2500"
"5871","AGAP007819","lightyellow","#FFFFE0"
"5872","AGAP007821","darkturquoise","#00CED1"
"5873","AGAP007823","honeydew1","#F0FFF0"
"5874","AGAP007825","blue","#0000FF"
"5875","AGAP007826","darkorange2","#EE7600"
"5876","AGAP007827","black","#000000"
"5877","AGAP007828","mediumpurple3","#8968CD"
"5878","AGAP007830","grey","#BEBEBE"
"5879","AGAP007831","blue","#0000FF"
"5880","AGAP007832","blue","#0000FF"
"5881","AGAP007833","blue","#0000FF"
"5882","AGAP007834","blue","#0000FF"
"5883","AGAP007835","orangered4","#8B2500"
"5884","AGAP007836","plum1","#FFBBFF"
"5885","AGAP007837","black","#000000"
"5886","AGAP007838","honeydew1","#F0FFF0"
"5887","AGAP007839","honeydew1","#F0FFF0"
"5888","AGAP007841","lightyellow","#FFFFE0"
"5889","AGAP007845","lightyellow","#FFFFE0"
"5890","AGAP007846","lightgreen","#90EE90"
"5891","AGAP007847","black","#000000"
"5892","AGAP007848","black","#000000"
"5893","AGAP007849","saddlebrown","#8B4513"
"5894","AGAP007851","black","#000000"
"5895","AGAP007852","orangered4","#8B2500"
"5896","AGAP007853","orangered4","#8B2500"
"5897","AGAP007854","lightgreen","#90EE90"
"5898","AGAP007855","darkred","#8B0000"
"5899","AGAP007856","blue","#0000FF"
"5900","AGAP007857","blue","#0000FF"
"5901","AGAP007859","blue","#0000FF"
"5902","AGAP007860","antiquewhite4","#8B8378"
"5903","AGAP007862","honeydew1","#F0FFF0"
"5904","AGAP007863","blue","#0000FF"
"5905","AGAP007864","blue","#0000FF"
"5906","AGAP007865","orangered4","#8B2500"
"5907","AGAP007866","blue","#0000FF"
"5908","AGAP007867","lightpink4","#8B5F65"
"5909","AGAP007868","black","#000000"
"5910","AGAP007869","blue","#0000FF"
"5911","AGAP007870","blue","#0000FF"
"5912","AGAP007871","black","#000000"
"5913","AGAP007872","darkorange2","#EE7600"
"5914","AGAP007873","blue","#0000FF"
"5915","AGAP007874","blue","#0000FF"
"5916","AGAP007875","honeydew1","#F0FFF0"
"5917","AGAP007876","lightgreen","#90EE90"
"5918","AGAP007877","blue","#0000FF"
"5919","AGAP007878","darkorange2","#EE7600"
"5920","AGAP007879","blue","#0000FF"
"5921","AGAP007880","grey","#BEBEBE"
"5922","AGAP007881","plum1","#FFBBFF"
"5923","AGAP007882","honeydew1","#F0FFF0"
"5924","AGAP007883","blue","#0000FF"
"5925","AGAP007884","lightpink4","#8B5F65"
"5926","AGAP007885","honeydew1","#F0FFF0"
"5927","AGAP007886","ivory","#FFFFF0"
"5928","AGAP007887","darkorange2","#EE7600"
"5929","AGAP007888","black","#000000"
"5930","AGAP007889","skyblue1","#87CEFF"
"5931","AGAP007890","blue","#0000FF"
"5932","AGAP007892","blue","#0000FF"
"5933","AGAP007893","blue","#0000FF"
"5934","AGAP007895","blue","#0000FF"
"5935","AGAP007896","blue","#0000FF"
"5936","AGAP007897","blue","#0000FF"
"5937","AGAP007899","bisque4","#8B7D6B"
"5938","AGAP007901","honeydew1","#F0FFF0"
"5939","AGAP007902","blue","#0000FF"
"5940","AGAP007903","honeydew1","#F0FFF0"
"5941","AGAP007904","grey","#BEBEBE"
"5942","AGAP007905","blue","#0000FF"
"5943","AGAP007906","black","#000000"
"5944","AGAP007907","black","#000000"
"5945","AGAP007909","blue","#0000FF"
"5946","AGAP007910","blue","#0000FF"
"5947","AGAP007911","blue","#0000FF"
"5948","AGAP007913","honeydew1","#F0FFF0"
"5949","AGAP007914","honeydew1","#F0FFF0"
"5950","AGAP007915","lightgreen","#90EE90"
"5951","AGAP007917","blue","#0000FF"
"5952","AGAP007918","plum1","#FFBBFF"
"5953","AGAP007919","honeydew1","#F0FFF0"
"5954","AGAP007920","skyblue2","#7EC0EE"
"5955","AGAP007921","blue","#0000FF"
"5956","AGAP007922","blue","#0000FF"
"5957","AGAP007923","coral1","#FF7256"
"5958","AGAP007924","darkorange2","#EE7600"
"5959","AGAP007925","grey","#BEBEBE"
"5960","AGAP007926","grey","#BEBEBE"
"5961","AGAP007928","lightgreen","#90EE90"
"5962","AGAP007929","honeydew1","#F0FFF0"
"5963","AGAP007932","cyan","#00FFFF"
"5964","AGAP007933","lightgreen","#90EE90"
"5965","AGAP007934","blue","#0000FF"
"5966","AGAP007935","lightgreen","#90EE90"
"5967","AGAP007936","blue","#0000FF"
"5968","AGAP007938","blue","#0000FF"
"5969","AGAP007939","black","#000000"
"5970","AGAP007940","bisque4","#8B7D6B"
"5971","AGAP007941","blue","#0000FF"
"5972","AGAP007942","cyan","#00FFFF"
"5973","AGAP007943","lightgreen","#90EE90"
"5974","AGAP007944","black","#000000"
"5975","AGAP007945","blue","#0000FF"
"5976","AGAP007946","blue","#0000FF"
"5977","AGAP007947","blue","#0000FF"
"5978","AGAP007949","darkturquoise","#00CED1"
"5979","AGAP007950","darkorange2","#EE7600"
"5980","AGAP007952","lightcyan1","#E0FFFF"
"5981","AGAP007953","honeydew1","#F0FFF0"
"5982","AGAP007954","lightyellow","#FFFFE0"
"5983","AGAP007955","blue","#0000FF"
"5984","AGAP007956","honeydew1","#F0FFF0"
"5985","AGAP007957","blue","#0000FF"
"5986","AGAP007958","orangered4","#8B2500"
"5987","AGAP007959","honeydew1","#F0FFF0"
"5988","AGAP007962","blue","#0000FF"
"5989","AGAP007963","lightgreen","#90EE90"
"5990","AGAP007964","honeydew1","#F0FFF0"
"5991","AGAP007965","honeydew1","#F0FFF0"
"5992","AGAP007966","lightyellow","#FFFFE0"
"5993","AGAP007967","honeydew1","#F0FFF0"
"5994","AGAP007968","blue","#0000FF"
"5995","AGAP007969","black","#000000"
"5996","AGAP007970","blue","#0000FF"
"5997","AGAP007971","honeydew1","#F0FFF0"
"5998","AGAP007972","blue","#0000FF"
"5999","AGAP007973","saddlebrown","#8B4513"
"6000","AGAP007974","grey","#BEBEBE"
"6001","AGAP007975","cyan","#00FFFF"
"6002","AGAP007976","lightgreen","#90EE90"
"6003","AGAP007977","blue","#0000FF"
"6004","AGAP007978","blue","#0000FF"
"6005","AGAP007979","grey","#BEBEBE"
"6006","AGAP007980","darkorange2","#EE7600"
"6007","AGAP007981","blue","#0000FF"
"6008","AGAP007982","darkorange2","#EE7600"
"6009","AGAP007983","honeydew1","#F0FFF0"
"6010","AGAP007984","blue","#0000FF"
"6011","AGAP007985","blue","#0000FF"
"6012","AGAP007987","blue","#0000FF"
"6013","AGAP007988","lightyellow","#FFFFE0"
"6014","AGAP007989","blue","#0000FF"
"6015","AGAP007990","honeydew1","#F0FFF0"
"6016","AGAP007991","blue","#0000FF"
"6017","AGAP007992","lightgreen","#90EE90"
"6018","AGAP007993","lightcyan1","#E0FFFF"
"6019","AGAP007994","blue","#0000FF"
"6020","AGAP007998","lightyellow","#FFFFE0"
"6021","AGAP007999","blue","#0000FF"
"6022","AGAP008000","orangered4","#8B2500"
"6023","AGAP008002","blue","#0000FF"
"6024","AGAP008003","blue","#0000FF"
"6025","AGAP008004","black","#000000"
"6026","AGAP008005","blue","#0000FF"
"6027","AGAP008006","blue","#0000FF"
"6028","AGAP008007","black","#000000"
"6029","AGAP008008","honeydew1","#F0FFF0"
"6030","AGAP008009","lightgreen","#90EE90"
"6031","AGAP008010","grey","#BEBEBE"
"6032","AGAP008011","grey","#BEBEBE"
"6033","AGAP008012","honeydew1","#F0FFF0"
"6034","AGAP008013","black","#000000"
"6035","AGAP008014","darkorange2","#EE7600"
"6036","AGAP008015","honeydew1","#F0FFF0"
"6037","AGAP008016","darkorange2","#EE7600"
"6038","AGAP008017","blue","#0000FF"
"6039","AGAP008018","blue","#0000FF"
"6040","AGAP008019","honeydew1","#F0FFF0"
"6041","AGAP008020","honeydew1","#F0FFF0"
"6042","AGAP008022","honeydew1","#F0FFF0"
"6043","AGAP008023","grey","#BEBEBE"
"6044","AGAP008025","blue","#0000FF"
"6045","AGAP008026","lightyellow","#FFFFE0"
"6046","AGAP008027","darkturquoise","#00CED1"
"6047","AGAP008028","darkorange2","#EE7600"
"6048","AGAP008033","antiquewhite4","#8B8378"
"6049","AGAP008034","blue","#0000FF"
"6050","AGAP008035","grey","#BEBEBE"
"6051","AGAP008036","blue","#0000FF"
"6052","AGAP008037","blue","#0000FF"
"6053","AGAP008039","blue","#0000FF"
"6054","AGAP008040","honeydew1","#F0FFF0"
"6055","AGAP008041","blue","#0000FF"
"6056","AGAP008042","lightgreen","#90EE90"
"6057","AGAP008044","blue","#0000FF"
"6058","AGAP008045","blue","#0000FF"
"6059","AGAP008046","grey","#BEBEBE"
"6060","AGAP008047","blue","#0000FF"
"6061","AGAP008048","blue","#0000FF"
"6062","AGAP008049","honeydew1","#F0FFF0"
"6063","AGAP008050","blue","#0000FF"
"6064","AGAP008051","plum1","#FFBBFF"
"6065","AGAP008052","honeydew1","#F0FFF0"
"6066","AGAP008053","blue","#0000FF"
"6067","AGAP008054","grey","#BEBEBE"
"6068","AGAP008055","darkorange2","#EE7600"
"6069","AGAP008056","black","#000000"
"6070","AGAP008059","darkturquoise","#00CED1"
"6071","AGAP008060","blue","#0000FF"
"6072","AGAP008061","blue","#0000FF"
"6073","AGAP008062","lightgreen","#90EE90"
"6074","AGAP008063","honeydew1","#F0FFF0"
"6075","AGAP008064","blue","#0000FF"
"6076","AGAP008065","blue","#0000FF"
"6077","AGAP008072","grey","#BEBEBE"
"6078","AGAP008073","grey","#BEBEBE"
"6079","AGAP008074","blue","#0000FF"
"6080","AGAP008077","lightgreen","#90EE90"
"6081","AGAP008078","honeydew1","#F0FFF0"
"6082","AGAP008081","blue","#0000FF"
"6083","AGAP008082","grey","#BEBEBE"
"6084","AGAP008083","darkorange2","#EE7600"
"6085","AGAP008084","blue","#0000FF"
"6086","AGAP008085","blue","#0000FF"
"6087","AGAP008086","honeydew1","#F0FFF0"
"6088","AGAP008087","orangered4","#8B2500"
"6089","AGAP008088","lightyellow","#FFFFE0"
"6090","AGAP008089","blue","#0000FF"
"6091","AGAP008090","blue","#0000FF"
"6092","AGAP008091","grey","#BEBEBE"
"6093","AGAP008092","honeydew1","#F0FFF0"
"6094","AGAP008093","darkorange2","#EE7600"
"6095","AGAP008094","blue","#0000FF"
"6096","AGAP008095","blue","#0000FF"
"6097","AGAP008096","orangered4","#8B2500"
"6098","AGAP008097","blue","#0000FF"
"6099","AGAP008098","blue","#0000FF"
"6100","AGAP008099","blue","#0000FF"
"6101","AGAP008100","lightgreen","#90EE90"
"6102","AGAP008105","blue","#0000FF"
"6103","AGAP008106","blue","#0000FF"
"6104","AGAP008107","orangered4","#8B2500"
"6105","AGAP008108","orangered4","#8B2500"
"6106","AGAP008109","black","#000000"
"6107","AGAP008110","lightyellow","#FFFFE0"
"6108","AGAP008111","grey","#BEBEBE"
"6109","AGAP008113","coral1","#FF7256"
"6110","AGAP008115","lightgreen","#90EE90"
"6111","AGAP008116","lightcyan1","#E0FFFF"
"6112","AGAP008117","honeydew1","#F0FFF0"
"6113","AGAP008118","orangered4","#8B2500"
"6114","AGAP008123","blue","#0000FF"
"6115","AGAP008124","blue","#0000FF"
"6116","AGAP008125","black","#000000"
"6117","AGAP008129","blue","#0000FF"
"6118","AGAP008130","blue","#0000FF"
"6119","AGAP008131","blue","#0000FF"
