"","modGenes","module","colourRGB"
"3032","AARA004513","midnightblue","#191970"
"3033","AARA004515","salmon","#FA8072"
"3034","AARA004517","darkorange","#FF8C00"
"3035","AARA004518","salmon","#FA8072"
"3036","AARA004519","midnightblue","#191970"
"3037","AARA004520","brown","#A52A2A"
"3038","AARA004521","grey","#BEBEBE"
"3039","AARA004522","purple","#A020F0"
"3040","AARA004523","grey","#BEBEBE"
"3041","AARA004524","salmon","#FA8072"
"3042","AARA004527","salmon","#FA8072"
"3043","AARA004528","black","#000000"
"3044","AARA004530","brown4","#8B2323"
"3045","AARA004531","salmon","#FA8072"
"3046","AARA004533","salmon","#FA8072"
"3047","AARA004534","salmon","#FA8072"
"3048","AARA004535","salmon","#FA8072"
"3049","AARA004542","brown","#A52A2A"
"3050","AARA004544","salmon","#FA8072"
"3051","AARA004549","salmon","#FA8072"
"3052","AARA004550","salmon","#FA8072"
"3053","AARA004556","salmon","#FA8072"
"3054","AARA004557","purple","#A020F0"
"3055","AARA004558","salmon","#FA8072"
"3056","AARA004559","midnightblue","#191970"
"3057","AARA004560","salmon","#FA8072"
"3058","AARA004561","salmon","#FA8072"
"3059","AARA004566","salmon","#FA8072"
"3060","AARA004568","lightcyan1","#E0FFFF"
"3061","AARA004572","salmon","#FA8072"
"3062","AARA004573","salmon","#FA8072"
"3063","AARA004575","salmon","#FA8072"
"3064","AARA004576","brown","#A52A2A"
"3065","AARA004577","darkolivegreen","#556B2F"
"3066","AARA004578","darkorange","#FF8C00"
"3067","AARA004579","purple","#A020F0"
"3068","AARA004580","brown","#A52A2A"
"3069","AARA004581","greenyellow","#ADFF2F"
"3070","AARA004582","salmon","#FA8072"
"3071","AARA004583","salmon","#FA8072"
"3072","AARA004585","salmon","#FA8072"
"3073","AARA004588","salmon","#FA8072"
"3074","AARA004589","midnightblue","#191970"
"3075","AARA004590","salmon","#FA8072"
"3076","AARA004591","darkturquoise","#00CED1"
"3077","AARA004592","salmon","#FA8072"
"3078","AARA004593","salmon","#FA8072"
"3079","AARA004596","salmon","#FA8072"
"3080","AARA004597","midnightblue","#191970"
"3081","AARA004599","salmon","#FA8072"
"3082","AARA004601","orange","#FFA500"
"3083","AARA004602","salmon","#FA8072"
"3084","AARA004607","salmon","#FA8072"
"3085","AARA004608","salmon","#FA8072"
"3086","AARA004609","salmon","#FA8072"
"3087","AARA004610","salmon","#FA8072"
"3088","AARA004613","darkmagenta","#8B008B"
"3089","AARA004616","brown","#A52A2A"
"3090","AARA004617","grey","#BEBEBE"
"3091","AARA004618","salmon","#FA8072"
"3092","AARA004620","mediumpurple3","#8968CD"
"3093","AARA004621","salmon","#FA8072"
"3094","AARA004622","salmon","#FA8072"
"3095","AARA004623","salmon","#FA8072"
"3096","AARA004625","salmon","#FA8072"
"3097","AARA004626","orange","#FFA500"
"3098","AARA004627","orange","#FFA500"
"3099","AARA004628","brown","#A52A2A"
"3100","AARA004629","salmon","#FA8072"
"3101","AARA004630","grey","#BEBEBE"
"3102","AARA004631","grey","#BEBEBE"
"3103","AARA004633","salmon","#FA8072"
"3104","AARA004634","grey","#BEBEBE"
"3105","AARA004635","black","#000000"
"3106","AARA004638","salmon","#FA8072"
"3107","AARA004640","darkmagenta","#8B008B"
"3108","AARA004641","purple","#A020F0"
"3109","AARA004642","grey","#BEBEBE"
"3110","AARA004643","orange","#FFA500"
"3111","AARA004644","salmon","#FA8072"
"3112","AARA004650","salmon","#FA8072"
"3113","AARA004651","black","#000000"
"3114","AARA004652","salmon","#FA8072"
"3115","AARA004658","grey","#BEBEBE"
"3116","AARA004659","purple","#A020F0"
"3117","AARA004661","grey","#BEBEBE"
"3118","AARA004662","salmon","#FA8072"
"3119","AARA004663","darkmagenta","#8B008B"
"3120","AARA004664","grey","#BEBEBE"
"3121","AARA004665","darkmagenta","#8B008B"
"3122","AARA004666","salmon","#FA8072"
"3123","AARA004667","purple","#A020F0"
"3124","AARA004668","salmon","#FA8072"
"3125","AARA004669","salmon","#FA8072"
"3126","AARA004670","grey","#BEBEBE"
"3127","AARA004671","brown","#A52A2A"
"3128","AARA004672","salmon","#FA8072"
"3129","AARA004673","salmon","#FA8072"
"3130","AARA004674","salmon","#FA8072"
"3131","AARA004675","purple","#A020F0"
"3132","AARA004676","salmon","#FA8072"
"3133","AARA004677","salmon","#FA8072"
"3134","AARA004679","purple","#A020F0"
"3135","AARA004680","brown","#A52A2A"
"3136","AARA004681","black","#000000"
"3137","AARA004683","midnightblue","#191970"
"3138","AARA004685","grey","#BEBEBE"
"3139","AARA004686","grey","#BEBEBE"
"3140","AARA004687","purple","#A020F0"
"3141","AARA004688","salmon","#FA8072"
"3142","AARA004693","black","#000000"
"3143","AARA004694","orange","#FFA500"
"3144","AARA004695","salmon","#FA8072"
"3145","AARA004697","purple","#A020F0"
"3146","AARA004698","orange","#FFA500"
"3147","AARA004699","purple","#A020F0"
"3148","AARA004700","grey","#BEBEBE"
"3149","AARA004701","salmon","#FA8072"
"3150","AARA004702","salmon","#FA8072"
"3151","AARA004703","salmon","#FA8072"
"3152","AARA004704","salmon","#FA8072"
"3153","AARA004707","grey","#BEBEBE"
"3154","AARA004714","mediumpurple3","#8968CD"
"3155","AARA004715","brown","#A52A2A"
"3156","AARA004716","darkmagenta","#8B008B"
"3157","AARA004719","midnightblue","#191970"
"3158","AARA004720","grey","#BEBEBE"
"3159","AARA004722","grey","#BEBEBE"
"3160","AARA004723","salmon","#FA8072"
"3161","AARA004726","purple","#A020F0"
"3162","AARA004727","grey","#BEBEBE"
"3163","AARA004730","salmon","#FA8072"
"3164","AARA004731","salmon","#FA8072"
"3165","AARA004732","salmon","#FA8072"
"3166","AARA004733","salmon","#FA8072"
"3167","AARA004734","purple","#A020F0"
"3168","AARA004735","salmon","#FA8072"
"3169","AARA004736","darkmagenta","#8B008B"
"3170","AARA004738","grey","#BEBEBE"
"3171","AARA004740","salmon","#FA8072"
"3172","AARA004741","brown","#A52A2A"
"3173","AARA004742","orange","#FFA500"
"3174","AARA004743","salmon","#FA8072"
"3175","AARA004744","salmon","#FA8072"
"3176","AARA004745","salmon","#FA8072"
"3177","AARA004747","grey","#BEBEBE"
"3178","AARA004748","grey","#BEBEBE"
"3179","AARA004749","mediumpurple3","#8968CD"
"3180","AARA004750","salmon","#FA8072"
"3181","AARA004751","salmon","#FA8072"
"3182","AARA004752","brown","#A52A2A"
"3183","AARA004754","salmon","#FA8072"
"3184","AARA004757","salmon","#FA8072"
"3185","AARA004758","darkorange","#FF8C00"
"3186","AARA004762","midnightblue","#191970"
"3187","AARA004763","midnightblue","#191970"
"3188","AARA004765","grey","#BEBEBE"
"3189","AARA004769","grey","#BEBEBE"
"3190","AARA004770","orange","#FFA500"
"3191","AARA004772","salmon","#FA8072"
"3192","AARA004773","grey","#BEBEBE"
"3193","AARA004774","orange","#FFA500"
"3194","AARA004775","midnightblue","#191970"
"3195","AARA004778","black","#000000"
"3196","AARA004779","grey","#BEBEBE"
"3197","AARA004780","salmon","#FA8072"
"3198","AARA004781","midnightblue","#191970"
"3199","AARA004782","salmon","#FA8072"
"3200","AARA004783","orange","#FFA500"
"3201","AARA004784","salmon","#FA8072"
"3202","AARA004786","salmon","#FA8072"
"3203","AARA004787","salmon","#FA8072"
"3204","AARA004788","grey","#BEBEBE"
"3205","AARA004790","salmon","#FA8072"
"3206","AARA004794","darkmagenta","#8B008B"
"3207","AARA004796","orange","#FFA500"
"3208","AARA004797","salmon","#FA8072"
"3209","AARA004802","brown","#A52A2A"
"3210","AARA004803","salmon","#FA8072"
"3211","AARA004804","purple","#A020F0"
"3212","AARA004805","salmon","#FA8072"
"3213","AARA004807","grey","#BEBEBE"
"3214","AARA004808","purple","#A020F0"
"3215","AARA004809","purple","#A020F0"
"3216","AARA004810","salmon","#FA8072"
"3217","AARA004811","salmon","#FA8072"
"3218","AARA004812","darkorange","#FF8C00"
"3219","AARA004813","darkturquoise","#00CED1"
"3220","AARA004814","salmon","#FA8072"
"3221","AARA004816","salmon","#FA8072"
"3222","AARA004818","purple","#A020F0"
"3223","AARA004819","midnightblue","#191970"
"3224","AARA004820","greenyellow","#ADFF2F"
"3225","AARA004821","purple","#A020F0"
"3226","AARA004822","darkturquoise","#00CED1"
"3227","AARA004823","salmon","#FA8072"
"3228","AARA004824","salmon","#FA8072"
"3229","AARA004826","lightcyan1","#E0FFFF"
"3230","AARA004831","brown","#A52A2A"
"3231","AARA004832","black","#000000"
"3232","AARA004833","brown","#A52A2A"
"3233","AARA004834","salmon","#FA8072"
"3234","AARA004835","salmon","#FA8072"
"3235","AARA004836","grey","#BEBEBE"
"3236","AARA004837","purple","#A020F0"
"3237","AARA004839","grey","#BEBEBE"
"3238","AARA004840","purple","#A020F0"
"3239","AARA004841","midnightblue","#191970"
"3240","AARA004842","grey","#BEBEBE"
"3241","AARA004843","floralwhite","#FFFAF0"
"3242","AARA004844","midnightblue","#191970"
"3243","AARA004845","salmon","#FA8072"
"3244","AARA004846","grey","#BEBEBE"
"3245","AARA004847","salmon","#FA8072"
"3246","AARA004848","salmon","#FA8072"
"3247","AARA004850","salmon","#FA8072"
"3248","AARA004852","grey","#BEBEBE"
"3249","AARA004853","salmon","#FA8072"
"3250","AARA004854","salmon","#FA8072"
"3251","AARA004855","midnightblue","#191970"
"3252","AARA004856","grey","#BEBEBE"
"3253","AARA004857","salmon","#FA8072"
"3254","AARA004858","salmon","#FA8072"
"3255","AARA004859","grey","#BEBEBE"
"3256","AARA004861","salmon","#FA8072"
"3257","AARA004862","brown","#A52A2A"
"3258","AARA004863","salmon","#FA8072"
"3259","AARA004864","darkorange","#FF8C00"
"3260","AARA004865","lightcyan1","#E0FFFF"
"3261","AARA004871","salmon","#FA8072"
"3262","AARA004873","brown","#A52A2A"
"3263","AARA004874","salmon","#FA8072"
"3264","AARA004875","midnightblue","#191970"
"3265","AARA004878","brown","#A52A2A"
"3266","AARA004879","salmon","#FA8072"
"3267","AARA004882","grey","#BEBEBE"
"3268","AARA004883","orange","#FFA500"
"3269","AARA004884","grey","#BEBEBE"
"3270","AARA004887","salmon","#FA8072"
"3271","AARA004889","salmon","#FA8072"
"3272","AARA004890","midnightblue","#191970"
"3273","AARA004893","midnightblue","#191970"
"3274","AARA004894","brown","#A52A2A"
"3275","AARA004896","grey","#BEBEBE"
"3276","AARA004898","salmon","#FA8072"
"3277","AARA004899","orange","#FFA500"
"3278","AARA004901","grey","#BEBEBE"
"3279","AARA004902","brown","#A52A2A"
"3280","AARA004903","grey","#BEBEBE"
"3281","AARA004905","brown","#A52A2A"
"3282","AARA004906","paleturquoise","#AFEEEE"
"3283","AARA004907","brown","#A52A2A"
"3284","AARA004908","salmon","#FA8072"
"3285","AARA004910","darkmagenta","#8B008B"
"3286","AARA004921","greenyellow","#ADFF2F"
"3287","AARA004925","darkolivegreen","#556B2F"
"3288","AARA004932","midnightblue","#191970"
"3289","AARA004936","midnightblue","#191970"
"3290","AARA004937","salmon","#FA8072"
"3291","AARA004938","orange","#FFA500"
"3292","AARA004939","orange","#FFA500"
"3293","AARA004940","salmon","#FA8072"
"3294","AARA004943","darkturquoise","#00CED1"
"3295","AARA004944","paleturquoise","#AFEEEE"
"3296","AARA004945","purple","#A020F0"
"3297","AARA004946","orangered4","#8B2500"
"3298","AARA004947","orange","#FFA500"
"3299","AARA004948","greenyellow","#ADFF2F"
"3300","AARA004949","orange","#FFA500"
"3301","AARA004950","purple","#A020F0"
"3302","AARA004951","salmon","#FA8072"
"3303","AARA004954","salmon","#FA8072"
"3304","AARA004962","brown","#A52A2A"
"3305","AARA004963","midnightblue","#191970"
"3306","AARA004964","salmon","#FA8072"
"3307","AARA004966","brown","#A52A2A"
"3308","AARA004967","brown","#A52A2A"
"3309","AARA004968","grey","#BEBEBE"
"3310","AARA004969","darkorange","#FF8C00"
"3311","AARA004970","orange","#FFA500"
"3312","AARA004971","orange","#FFA500"
"3313","AARA004972","darkorange","#FF8C00"
"3314","AARA004973","grey","#BEBEBE"
"3315","AARA004974","midnightblue","#191970"
"3316","AARA004976","orange","#FFA500"
"3317","AARA004978","midnightblue","#191970"
"3318","AARA004979","black","#000000"
"3319","AARA004980","salmon","#FA8072"
"3320","AARA004982","orange","#FFA500"
"3321","AARA004983","midnightblue","#191970"
"3322","AARA004984","salmon","#FA8072"
"3323","AARA004988","salmon","#FA8072"
"3324","AARA004989","black","#000000"
"3325","AARA004991","grey","#BEBEBE"
"3326","AARA004992","salmon","#FA8072"
"3327","AARA004993","grey","#BEBEBE"
"3328","AARA004994","salmon","#FA8072"
"3329","AARA004995","orangered4","#8B2500"
"3330","AARA004996","grey","#BEBEBE"
"3331","AARA004997","orange","#FFA500"
"3332","AARA004998","salmon","#FA8072"
"3333","AARA004999","grey","#BEBEBE"
"3334","AARA005000","midnightblue","#191970"
"3335","AARA005001","darkturquoise","#00CED1"
"3336","AARA005002","salmon","#FA8072"
"3337","AARA005003","salmon","#FA8072"
"3338","AARA005004","grey","#BEBEBE"
"3339","AARA005005","midnightblue","#191970"
"3340","AARA005006","orange","#FFA500"
"3341","AARA005008","orange","#FFA500"
"3342","AARA005009","salmon","#FA8072"
"3343","AARA005010","midnightblue","#191970"
"3344","AARA005013","darkturquoise","#00CED1"
"3345","AARA005015","orange","#FFA500"
"3346","AARA005016","midnightblue","#191970"
"3347","AARA005017","bisque4","#8B7D6B"
"3348","AARA005018","midnightblue","#191970"
"3349","AARA005019","midnightblue","#191970"
"3350","AARA005020","salmon","#FA8072"
"3351","AARA005021","brown","#A52A2A"
"3352","AARA005026","grey","#BEBEBE"
"3353","AARA005028","brown","#A52A2A"
"3354","AARA005029","orange","#FFA500"
"3355","AARA005030","salmon","#FA8072"
"3356","AARA005031","grey","#BEBEBE"
"3357","AARA005032","purple","#A020F0"
"3358","AARA005033","darkorange","#FF8C00"
"3359","AARA005035","brown","#A52A2A"
"3360","AARA005038","salmon","#FA8072"
"3361","AARA005039","purple","#A020F0"
"3362","AARA005041","salmon","#FA8072"
"3363","AARA005042","salmon","#FA8072"
"3364","AARA005043","greenyellow","#ADFF2F"
"3365","AARA005044","darkturquoise","#00CED1"
"3366","AARA005045","darkturquoise","#00CED1"
"3367","AARA005046","salmon","#FA8072"
"3368","AARA005049","brown","#A52A2A"
"3369","AARA005050","darkolivegreen","#556B2F"
"3370","AARA005051","midnightblue","#191970"
"3371","AARA005052","grey","#BEBEBE"
"3372","AARA005053","salmon","#FA8072"
"3373","AARA005060","grey","#BEBEBE"
"3374","AARA005062","greenyellow","#ADFF2F"
"3375","AARA005063","brown","#A52A2A"
"3376","AARA005064","grey","#BEBEBE"
"3377","AARA005065","brown4","#8B2323"
"3378","AARA005067","midnightblue","#191970"
"3379","AARA005072","black","#000000"
"3380","AARA005073","orange","#FFA500"
"3381","AARA005074","darkolivegreen","#556B2F"
"3382","AARA005076","salmon","#FA8072"
"3383","AARA005077","brown","#A52A2A"
"3384","AARA005078","salmon","#FA8072"
"3385","AARA005079","salmon","#FA8072"
"3386","AARA005080","salmon","#FA8072"
"3387","AARA005081","purple","#A020F0"
"3388","AARA005082","midnightblue","#191970"
"3389","AARA005084","salmon","#FA8072"
"3390","AARA005086","salmon","#FA8072"
"3391","AARA005087","brown","#A52A2A"
"3392","AARA005088","salmon","#FA8072"
"3393","AARA005092","grey","#BEBEBE"
"3394","AARA005094","brown","#A52A2A"
"3395","AARA005095","grey","#BEBEBE"
"3396","AARA005096","salmon","#FA8072"
"3397","AARA005099","darkolivegreen","#556B2F"
"3398","AARA005100","grey","#BEBEBE"
"3399","AARA005101","orange","#FFA500"
"3400","AARA005102","grey","#BEBEBE"
"3401","AARA005105","darkmagenta","#8B008B"
"3402","AARA005107","midnightblue","#191970"
"3403","AARA005108","grey","#BEBEBE"
"3404","AARA005109","brown","#A52A2A"
"3405","AARA005110","salmon","#FA8072"
"3406","AARA005112","salmon","#FA8072"
"3407","AARA005113","darkmagenta","#8B008B"
"3408","AARA005114","greenyellow","#ADFF2F"
"3409","AARA005115","salmon","#FA8072"
"3410","AARA005116","midnightblue","#191970"
"3411","AARA005117","midnightblue","#191970"
"3412","AARA005119","salmon","#FA8072"
"3413","AARA005120","grey","#BEBEBE"
"3414","AARA005121","orange","#FFA500"
"3415","AARA005122","grey","#BEBEBE"
"3416","AARA005125","salmon","#FA8072"
"3417","AARA005126","purple","#A020F0"
"3418","AARA005127","purple","#A020F0"
"3419","AARA005130","grey","#BEBEBE"
"3420","AARA005131","darkturquoise","#00CED1"
"3421","AARA005133","salmon","#FA8072"
"3422","AARA005134","paleturquoise","#AFEEEE"
"3423","AARA005135","grey","#BEBEBE"
"3424","AARA005136","midnightblue","#191970"
"3425","AARA005139","orange","#FFA500"
"3426","AARA005140","grey","#BEBEBE"
"3427","AARA005141","grey","#BEBEBE"
"3428","AARA005142","grey","#BEBEBE"
"3429","AARA005143","lightcyan1","#E0FFFF"
"3430","AARA005144","grey","#BEBEBE"
"3431","AARA005145","grey","#BEBEBE"
"3432","AARA005146","midnightblue","#191970"
"3433","AARA005147","orange","#FFA500"
"3434","AARA005148","darkorange","#FF8C00"
"3435","AARA005149","purple","#A020F0"
"3436","AARA005150","grey","#BEBEBE"
"3437","AARA005151","midnightblue","#191970"
"3438","AARA005152","grey","#BEBEBE"
"3439","AARA005153","midnightblue","#191970"
"3440","AARA005155","darkorange","#FF8C00"
"3441","AARA005156","midnightblue","#191970"
"3442","AARA005157","brown","#A52A2A"
"3443","AARA005158","salmon","#FA8072"
"3444","AARA005159","black","#000000"
"3445","AARA005160","salmon","#FA8072"
"3446","AARA005161","brown","#A52A2A"
"3447","AARA005162","brown","#A52A2A"
"3448","AARA005163","brown","#A52A2A"
"3449","AARA005164","brown","#A52A2A"
"3450","AARA005165","salmon","#FA8072"
"3451","AARA005166","salmon","#FA8072"
"3452","AARA005167","brown","#A52A2A"
"3453","AARA005168","black","#000000"
"3454","AARA005169","grey","#BEBEBE"
"3455","AARA005170","midnightblue","#191970"
"3456","AARA005171","salmon","#FA8072"
"3457","AARA005172","brown","#A52A2A"
"3458","AARA005173","brown","#A52A2A"
"3459","AARA005174","brown","#A52A2A"
"3460","AARA005176","darkturquoise","#00CED1"
"3461","AARA005177","brown","#A52A2A"
"3462","AARA005178","greenyellow","#ADFF2F"
"3463","AARA005179","grey","#BEBEBE"
"3464","AARA005180","darkturquoise","#00CED1"
"3465","AARA005181","salmon","#FA8072"
"3466","AARA005183","black","#000000"
"3467","AARA005184","greenyellow","#ADFF2F"
"3468","AARA005185","brown","#A52A2A"
"3469","AARA005188","brown","#A52A2A"
"3470","AARA005189","salmon","#FA8072"
"3471","AARA005190","darkolivegreen","#556B2F"
"3472","AARA005191","darkturquoise","#00CED1"
"3473","AARA005193","darkorange","#FF8C00"
"3474","AARA005194","darkturquoise","#00CED1"
"3475","AARA005195","purple","#A020F0"
"3476","AARA005196","salmon","#FA8072"
"3477","AARA005200","darkorange","#FF8C00"
"3478","AARA005201","midnightblue","#191970"
"3479","AARA005202","salmon","#FA8072"
"3480","AARA005203","salmon","#FA8072"
"3481","AARA005204","midnightblue","#191970"
"3482","AARA005205","paleturquoise","#AFEEEE"
"3483","AARA005208","salmon","#FA8072"
"3484","AARA005209","salmon","#FA8072"
