"","modGenes","module","colourRGB"
"1","AARA000001","grey","#BEBEBE"
"2","AARA000005","salmon","#FA8072"
"3","AARA000006","salmon","#FA8072"
"4","AARA000007","grey","#BEBEBE"
"5","AARA000008","salmon","#FA8072"
"6","AARA000009","grey","#BEBEBE"
"7","AARA000010","salmon","#FA8072"
"8","AARA000011","grey","#BEBEBE"
"9","AARA000012","salmon","#FA8072"
"10","AARA000013","salmon","#FA8072"
"11","AARA000017","grey","#BEBEBE"
"12","AARA000021","brown","#A52A2A"
"13","AARA000022","darkturquoise","#00CED1"
"14","AARA000024","brown","#A52A2A"
"15","AARA000025","brown","#A52A2A"
"16","AARA000029","brown","#A52A2A"
"17","AARA000030","orange","#FFA500"
"18","AARA000031","salmon","#FA8072"
"19","AARA000032","brown","#A52A2A"
"20","AARA000033","midnightblue","#191970"
"21","AARA000034","greenyellow","#ADFF2F"
"22","AARA000036","salmon","#FA8072"
"23","AARA000037","brown","#A52A2A"
"24","AARA000040","salmon","#FA8072"
"25","AARA000041","grey","#BEBEBE"
"26","AARA000042","grey","#BEBEBE"
"27","AARA000043","salmon","#FA8072"
"28","AARA000044","brown","#A52A2A"
"29","AARA000045","salmon","#FA8072"
"30","AARA000048","salmon","#FA8072"
"31","AARA000050","salmon","#FA8072"
"32","AARA000051","salmon","#FA8072"
"33","AARA000052","salmon","#FA8072"
"34","AARA000054","brown","#A52A2A"
"35","AARA000055","salmon","#FA8072"
"36","AARA000056","salmon","#FA8072"
"37","AARA000057","brown","#A52A2A"
"38","AARA000058","salmon","#FA8072"
"39","AARA000059","purple","#A020F0"
"40","AARA000060","grey","#BEBEBE"
"41","AARA000061","grey","#BEBEBE"
"42","AARA000062","greenyellow","#ADFF2F"
"43","AARA000063","salmon","#FA8072"
"44","AARA000064","salmon","#FA8072"
"45","AARA000065","brown","#A52A2A"
"46","AARA000067","midnightblue","#191970"
"47","AARA000068","salmon","#FA8072"
"48","AARA000070","brown","#A52A2A"
"49","AARA000071","brown","#A52A2A"
"50","AARA000072","brown","#A52A2A"
"51","AARA000075","darkorange","#FF8C00"
"52","AARA000078","grey","#BEBEBE"
"53","AARA000079","salmon","#FA8072"
"54","AARA000080","salmon","#FA8072"
"55","AARA000082","grey","#BEBEBE"
"56","AARA000083","grey","#BEBEBE"
"57","AARA000084","grey","#BEBEBE"
"58","AARA000085","salmon","#FA8072"
"59","AARA000090","orange","#FFA500"
"60","AARA000091","brown","#A52A2A"
"61","AARA000092","ivory","#FFFFF0"
"62","AARA000093","midnightblue","#191970"
"63","AARA000095","black","#000000"
"64","AARA000096","grey","#BEBEBE"
"65","AARA000097","grey","#BEBEBE"
"66","AARA000098","paleturquoise","#AFEEEE"
"67","AARA000099","darkturquoise","#00CED1"
"68","AARA000100","midnightblue","#191970"
"69","AARA000101","darkorange","#FF8C00"
"70","AARA000102","grey","#BEBEBE"
"71","AARA000104","brown","#A52A2A"
"72","AARA000105","salmon","#FA8072"
"73","AARA000107","grey","#BEBEBE"
"74","AARA000110","salmon","#FA8072"
"75","AARA000111","salmon","#FA8072"
"76","AARA000113","orange","#FFA500"
"77","AARA000114","darkorange","#FF8C00"
"78","AARA000115","darkturquoise","#00CED1"
"79","AARA000116","paleturquoise","#AFEEEE"
"80","AARA000118","grey","#BEBEBE"
"81","AARA000121","grey","#BEBEBE"
"82","AARA000122","grey","#BEBEBE"
"83","AARA000123","brown","#A52A2A"
"84","AARA000124","purple","#A020F0"
"85","AARA000125","midnightblue","#191970"
"86","AARA000126","salmon","#FA8072"
"87","AARA000129","orange","#FFA500"
"88","AARA000130","orange","#FFA500"
"89","AARA000132","orange","#FFA500"
"90","AARA000133","darkturquoise","#00CED1"
"91","AARA000134","grey","#BEBEBE"
"92","AARA000135","brown","#A52A2A"
"93","AARA000139","grey","#BEBEBE"
"94","AARA000141","salmon","#FA8072"
"95","AARA000142","orange","#FFA500"
"96","AARA000143","darkolivegreen","#556B2F"
"97","AARA000144","brown","#A52A2A"
"98","AARA000145","purple","#A020F0"
"99","AARA000146","brown","#A52A2A"
"100","AARA000147","salmon","#FA8072"
"101","AARA000151","brown","#A52A2A"
"102","AARA000152","darkolivegreen","#556B2F"
"103","AARA000157","salmon","#FA8072"
"104","AARA000158","lightcyan1","#E0FFFF"
"105","AARA000160","grey","#BEBEBE"
"106","AARA000162","purple","#A020F0"
"107","AARA000164","brown","#A52A2A"
"108","AARA000165","purple","#A020F0"
"109","AARA000166","orange","#FFA500"
"110","AARA000167","brown","#A52A2A"
"111","AARA000168","midnightblue","#191970"
"112","AARA000169","salmon","#FA8072"
"113","AARA000171","darkolivegreen","#556B2F"
"114","AARA000172","brown","#A52A2A"
"115","AARA000175","grey","#BEBEBE"
"116","AARA000176","midnightblue","#191970"
"117","AARA000177","midnightblue","#191970"
"118","AARA000179","salmon","#FA8072"
"119","AARA000180","orange","#FFA500"
"120","AARA000181","grey","#BEBEBE"
"121","AARA000187","grey","#BEBEBE"
"122","AARA000188","brown","#A52A2A"
"123","AARA000190","midnightblue","#191970"
"124","AARA000191","salmon","#FA8072"
"125","AARA000192","salmon","#FA8072"
"126","AARA000193","midnightblue","#191970"
"127","AARA000194","salmon","#FA8072"
"128","AARA000195","midnightblue","#191970"
"129","AARA000196","orange","#FFA500"
"130","AARA000197","midnightblue","#191970"
"131","AARA000198","salmon","#FA8072"
"132","AARA000199","salmon","#FA8072"
"133","AARA000201","salmon","#FA8072"
"134","AARA000204","paleturquoise","#AFEEEE"
"135","AARA000211","orange","#FFA500"
"136","AARA000212","darkmagenta","#8B008B"
"137","AARA000213","darkorange","#FF8C00"
"138","AARA000214","darkturquoise","#00CED1"
"139","AARA000220","salmon","#FA8072"
"140","AARA000222","grey","#BEBEBE"
"141","AARA000223","midnightblue","#191970"
"142","AARA000225","purple","#A020F0"
"143","AARA000229","orange","#FFA500"
"144","AARA000231","salmon","#FA8072"
"145","AARA000232","darkturquoise","#00CED1"
"146","AARA000234","salmon","#FA8072"
"147","AARA000235","purple","#A020F0"
"148","AARA000236","lightcyan1","#E0FFFF"
"149","AARA000237","salmon","#FA8072"
"150","AARA000238","paleturquoise","#AFEEEE"
"151","AARA000239","paleturquoise","#AFEEEE"
"152","AARA000240","paleturquoise","#AFEEEE"
"153","AARA000241","paleturquoise","#AFEEEE"
"154","AARA000242","paleturquoise","#AFEEEE"
"155","AARA000243","paleturquoise","#AFEEEE"
"156","AARA000253","grey","#BEBEBE"
"157","AARA000254","grey","#BEBEBE"
"158","AARA000255","midnightblue","#191970"
"159","AARA000258","mediumpurple3","#8968CD"
"160","AARA000259","orange","#FFA500"
"161","AARA000260","bisque4","#8B7D6B"
"162","AARA000262","brown","#A52A2A"
"163","AARA000263","grey","#BEBEBE"
"164","AARA000264","orange","#FFA500"
"165","AARA000265","salmon","#FA8072"
"166","AARA000266","salmon","#FA8072"
"167","AARA000267","midnightblue","#191970"
"168","AARA000271","darkorange","#FF8C00"
"169","AARA000272","salmon","#FA8072"
"170","AARA000275","salmon","#FA8072"
"171","AARA000278","brown","#A52A2A"
"172","AARA000279","darkolivegreen","#556B2F"
"173","AARA000286","midnightblue","#191970"
"174","AARA000289","purple","#A020F0"
"175","AARA000293","midnightblue","#191970"
"176","AARA000294","midnightblue","#191970"
"177","AARA000295","black","#000000"
"178","AARA000296","salmon","#FA8072"
"179","AARA000297","purple","#A020F0"
"180","AARA000301","salmon","#FA8072"
"181","AARA000302","orange","#FFA500"
"182","AARA000304","darkmagenta","#8B008B"
"183","AARA000305","purple","#A020F0"
"184","AARA000306","midnightblue","#191970"
"185","AARA000307","salmon","#FA8072"
"186","AARA000308","purple","#A020F0"
"187","AARA000311","salmon","#FA8072"
"188","AARA000312","salmon","#FA8072"
"189","AARA000313","salmon","#FA8072"
"190","AARA000314","grey","#BEBEBE"
"191","AARA000315","purple","#A020F0"
"192","AARA000316","orange","#FFA500"
"193","AARA000317","brown","#A52A2A"
"194","AARA000318","purple","#A020F0"
"195","AARA000319","black","#000000"
"196","AARA000320","darkorange","#FF8C00"
"197","AARA000322","darkturquoise","#00CED1"
"198","AARA000323","orange","#FFA500"
"199","AARA000326","salmon","#FA8072"
"200","AARA000327","purple","#A020F0"
"201","AARA000329","salmon","#FA8072"
"202","AARA000330","salmon","#FA8072"
"203","AARA000331","orange","#FFA500"
"204","AARA000332","salmon","#FA8072"
"205","AARA000333","purple","#A020F0"
"206","AARA000334","salmon","#FA8072"
"207","AARA000336","grey","#BEBEBE"
"208","AARA000337","salmon","#FA8072"
"209","AARA000338","salmon","#FA8072"
"210","AARA000340","brown","#A52A2A"
"211","AARA000341","grey","#BEBEBE"
"212","AARA000344","darkmagenta","#8B008B"
"213","AARA000346","grey","#BEBEBE"
"214","AARA000347","brown","#A52A2A"
"215","AARA000349","salmon","#FA8072"
"216","AARA000350","brown","#A52A2A"
"217","AARA000351","grey","#BEBEBE"
"218","AARA000352","midnightblue","#191970"
"219","AARA000354","darkorange","#FF8C00"
"220","AARA000355","grey","#BEBEBE"
"221","AARA000356","brown","#A52A2A"
"222","AARA000357","grey","#BEBEBE"
"223","AARA000358","brown","#A52A2A"
"224","AARA000359","brown","#A52A2A"
"225","AARA000365","orange","#FFA500"
"226","AARA000366","salmon","#FA8072"
"227","AARA000367","midnightblue","#191970"
"228","AARA000368","darkolivegreen","#556B2F"
"229","AARA000369","mediumpurple3","#8968CD"
"230","AARA000370","brown","#A52A2A"
"231","AARA000371","salmon","#FA8072"
"232","AARA000379","salmon","#FA8072"
"233","AARA000380","orange","#FFA500"
"234","AARA000381","salmon","#FA8072"
"235","AARA000382","grey","#BEBEBE"
"236","AARA000383","purple","#A020F0"
"237","AARA000384","grey","#BEBEBE"
"238","AARA000385","purple","#A020F0"
"239","AARA000386","salmon","#FA8072"
"240","AARA000387","salmon","#FA8072"
"241","AARA000389","salmon","#FA8072"
"242","AARA000397","salmon","#FA8072"
"243","AARA000398","salmon","#FA8072"
"244","AARA000401","salmon","#FA8072"
"245","AARA000402","salmon","#FA8072"
"246","AARA000403","darkolivegreen","#556B2F"
"247","AARA000404","salmon","#FA8072"
"248","AARA000405","purple","#A020F0"
"249","AARA000408","salmon","#FA8072"
"250","AARA000413","brown","#A52A2A"
"251","AARA000414","greenyellow","#ADFF2F"
"252","AARA000415","grey","#BEBEBE"
"253","AARA000416","greenyellow","#ADFF2F"
"254","AARA000417","brown","#A52A2A"
"255","AARA000418","salmon","#FA8072"
"256","AARA000419","greenyellow","#ADFF2F"
"257","AARA000422","grey","#BEBEBE"
"258","AARA000425","black","#000000"
"259","AARA000427","darkmagenta","#8B008B"
"260","AARA000431","salmon","#FA8072"
"261","AARA000432","orange","#FFA500"
"262","AARA000433","salmon","#FA8072"
"263","AARA000434","salmon","#FA8072"
"264","AARA000435","darkmagenta","#8B008B"
"265","AARA000436","salmon","#FA8072"
"266","AARA000437","black","#000000"
"267","AARA000438","purple","#A020F0"
"268","AARA000439","purple","#A020F0"
"269","AARA000440","purple","#A020F0"
"270","AARA000441","brown","#A52A2A"
"271","AARA000442","brown","#A52A2A"
"272","AARA000443","orange","#FFA500"
"273","AARA000444","salmon","#FA8072"
"274","AARA000445","grey","#BEBEBE"
"275","AARA000446","salmon","#FA8072"
"276","AARA000447","purple","#A020F0"
"277","AARA000448","purple","#A020F0"
"278","AARA000450","brown","#A52A2A"
"279","AARA000452","orange","#FFA500"
"280","AARA000454","midnightblue","#191970"
"281","AARA000456","grey","#BEBEBE"
"282","AARA000458","purple","#A020F0"
"283","AARA000459","purple","#A020F0"
"284","AARA000460","midnightblue","#191970"
"285","AARA000461","brown","#A52A2A"
"286","AARA000462","salmon","#FA8072"
"287","AARA000466","midnightblue","#191970"
"288","AARA000467","midnightblue","#191970"
"289","AARA000468","salmon","#FA8072"
"290","AARA000470","grey","#BEBEBE"
"291","AARA000472","brown","#A52A2A"
"292","AARA000473","purple","#A020F0"
"293","AARA000474","salmon","#FA8072"
"294","AARA000475","grey","#BEBEBE"
"295","AARA000476","greenyellow","#ADFF2F"
"296","AARA000477","darkorange","#FF8C00"
"297","AARA000478","darkorange","#FF8C00"
"298","AARA000479","brown","#A52A2A"
"299","AARA000480","salmon","#FA8072"
"300","AARA000481","black","#000000"
"301","AARA000482","orange","#FFA500"
"302","AARA000483","salmon","#FA8072"
"303","AARA000485","salmon","#FA8072"
"304","AARA000489","grey","#BEBEBE"
"305","AARA000492","purple","#A020F0"
"306","AARA000494","orange","#FFA500"
"307","AARA000495","salmon","#FA8072"
"308","AARA000496","black","#000000"
"309","AARA000499","salmon","#FA8072"
"310","AARA000500","midnightblue","#191970"
"311","AARA000503","greenyellow","#ADFF2F"
"312","AARA000504","brown","#A52A2A"
"313","AARA000505","grey","#BEBEBE"
"314","AARA000506","midnightblue","#191970"
"315","AARA000507","midnightblue","#191970"
"316","AARA000508","purple","#A020F0"
"317","AARA000509","paleturquoise","#AFEEEE"
"318","AARA000512","purple","#A020F0"
"319","AARA000513","midnightblue","#191970"
"320","AARA000515","grey","#BEBEBE"
"321","AARA000516","darkolivegreen","#556B2F"
"322","AARA000517","midnightblue","#191970"
"323","AARA000518","purple","#A020F0"
"324","AARA000519","purple","#A020F0"
"325","AARA000522","grey","#BEBEBE"
"326","AARA000524","grey","#BEBEBE"
"327","AARA000527","darkmagenta","#8B008B"
"328","AARA000528","floralwhite","#FFFAF0"
"329","AARA000531","grey","#BEBEBE"
"330","AARA000535","grey","#BEBEBE"
"331","AARA000536","salmon","#FA8072"
"332","AARA000538","salmon","#FA8072"
"333","AARA000539","salmon","#FA8072"
"334","AARA000540","grey","#BEBEBE"
"335","AARA000541","purple","#A020F0"
"336","AARA000543","grey","#BEBEBE"
"337","AARA000544","brown","#A52A2A"
"338","AARA000545","salmon","#FA8072"
"339","AARA000546","salmon","#FA8072"
"340","AARA000554","darkorange","#FF8C00"
"341","AARA000555","grey","#BEBEBE"
"342","AARA000556","darkorange","#FF8C00"
"343","AARA000559","purple","#A020F0"
"344","AARA000560","purple","#A020F0"
"345","AARA000561","mediumpurple3","#8968CD"
"346","AARA000562","salmon","#FA8072"
"347","AARA000563","black","#000000"
"348","AARA000564","orange","#FFA500"
"349","AARA000566","salmon","#FA8072"
"350","AARA000567","salmon","#FA8072"
"351","AARA000568","brown","#A52A2A"
"352","AARA000569","grey","#BEBEBE"
"353","AARA000570","purple","#A020F0"
"354","AARA000571","purple","#A020F0"
"355","AARA000572","purple","#A020F0"
"356","AARA000573","grey","#BEBEBE"
"357","AARA000575","orange","#FFA500"
"358","AARA000576","salmon","#FA8072"
"359","AARA000577","salmon","#FA8072"
"360","AARA000578","midnightblue","#191970"
"361","AARA000579","salmon","#FA8072"
"362","AARA000580","purple","#A020F0"
"363","AARA000581","midnightblue","#191970"
"364","AARA000582","purple","#A020F0"
"365","AARA000583","brown","#A52A2A"
"366","AARA000584","salmon","#FA8072"
"367","AARA000585","black","#000000"
"368","AARA000586","grey","#BEBEBE"
"369","AARA000588","salmon","#FA8072"
"370","AARA000591","grey","#BEBEBE"
"371","AARA000592","darkmagenta","#8B008B"
"372","AARA000593","grey","#BEBEBE"
"373","AARA000595","black","#000000"
"374","AARA000596","salmon","#FA8072"
"375","AARA000597","salmon","#FA8072"
"376","AARA000599","purple","#A020F0"
"377","AARA000600","salmon","#FA8072"
"378","AARA000601","salmon","#FA8072"
"379","AARA000603","grey","#BEBEBE"
"380","AARA000604","salmon","#FA8072"
"381","AARA000605","salmon","#FA8072"
"382","AARA000609","salmon","#FA8072"
"383","AARA000610","salmon","#FA8072"
"384","AARA000617","brown4","#8B2323"
"385","AARA000620","salmon","#FA8072"
"386","AARA000621","black","#000000"
"387","AARA000622","salmon","#FA8072"
"388","AARA000623","darkmagenta","#8B008B"
"389","AARA000624","darkolivegreen","#556B2F"
"390","AARA000626","salmon","#FA8072"
"391","AARA000627","salmon","#FA8072"
"392","AARA000628","darkorange","#FF8C00"
"393","AARA000629","salmon","#FA8072"
"394","AARA000630","salmon","#FA8072"
"395","AARA000631","salmon","#FA8072"
"396","AARA000632","grey","#BEBEBE"
"397","AARA000633","darkmagenta","#8B008B"
"398","AARA000634","salmon","#FA8072"
"399","AARA000635","salmon","#FA8072"
"400","AARA000637","salmon","#FA8072"
"401","AARA000638","purple","#A020F0"
"402","AARA000639","grey","#BEBEBE"
"403","AARA000640","salmon","#FA8072"
"404","AARA000641","brown","#A52A2A"
"405","AARA000642","greenyellow","#ADFF2F"
"406","AARA000643","salmon","#FA8072"
"407","AARA000644","grey","#BEBEBE"
"408","AARA000645","salmon","#FA8072"
"409","AARA000647","brown","#A52A2A"
"410","AARA000648","salmon","#FA8072"
"411","AARA000649","darkorange","#FF8C00"
"412","AARA000650","salmon","#FA8072"
"413","AARA000651","grey","#BEBEBE"
"414","AARA000653","salmon","#FA8072"
"415","AARA000654","purple","#A020F0"
"416","AARA000657","black","#000000"
"417","AARA000658","salmon","#FA8072"
"418","AARA000659","brown","#A52A2A"
"419","AARA000660","brown","#A52A2A"
"420","AARA000661","salmon","#FA8072"
"421","AARA000662","salmon","#FA8072"
"422","AARA000663","grey","#BEBEBE"
"423","AARA000665","midnightblue","#191970"
"424","AARA000666","brown","#A52A2A"
"425","AARA000667","grey","#BEBEBE"
"426","AARA000668","salmon","#FA8072"
"427","AARA000669","grey","#BEBEBE"
"428","AARA000670","salmon","#FA8072"
"429","AARA000671","brown","#A52A2A"
"430","AARA000672","salmon","#FA8072"
"431","AARA000673","salmon","#FA8072"
"432","AARA000674","salmon","#FA8072"
"433","AARA000675","black","#000000"
"434","AARA000677","salmon","#FA8072"
"435","AARA000678","greenyellow","#ADFF2F"
"436","AARA000679","darkorange","#FF8C00"
"437","AARA000680","greenyellow","#ADFF2F"
"438","AARA000681","midnightblue","#191970"
"439","AARA000682","purple","#A020F0"
"440","AARA000683","salmon","#FA8072"
"441","AARA000684","brown","#A52A2A"
"442","AARA000687","salmon","#FA8072"
"443","AARA000688","greenyellow","#ADFF2F"
"444","AARA000691","salmon","#FA8072"
"445","AARA000692","salmon","#FA8072"
"446","AARA000693","purple","#A020F0"
"447","AARA000695","grey","#BEBEBE"
"448","AARA000696","grey","#BEBEBE"
"449","AARA000697","grey","#BEBEBE"
"450","AARA000699","salmon","#FA8072"
"451","AARA000702","darkorange","#FF8C00"
"452","AARA000703","grey","#BEBEBE"
"453","AARA000704","grey","#BEBEBE"
"454","AARA000705","salmon","#FA8072"
"455","AARA000707","salmon","#FA8072"
"456","AARA000708","salmon","#FA8072"
"457","AARA000719","grey","#BEBEBE"
"458","AARA000721","grey","#BEBEBE"
"459","AARA000722","salmon","#FA8072"
"460","AARA000724","purple","#A020F0"
"461","AARA000725","midnightblue","#191970"
"462","AARA000727","purple","#A020F0"
"463","AARA000730","salmon","#FA8072"
"464","AARA000731","midnightblue","#191970"
"465","AARA000735","purple","#A020F0"
"466","AARA000736","salmon","#FA8072"
"467","AARA000738","orange","#FFA500"
"468","AARA000739","salmon","#FA8072"
"469","AARA000743","grey","#BEBEBE"
"470","AARA000744","midnightblue","#191970"
"471","AARA000745","salmon","#FA8072"
"472","AARA000747","orangered4","#8B2500"
"473","AARA000749","purple","#A020F0"
"474","AARA000750","salmon","#FA8072"
"475","AARA000751","salmon","#FA8072"
"476","AARA000753","salmon","#FA8072"
"477","AARA000754","salmon","#FA8072"
"478","AARA000755","orange","#FFA500"
"479","AARA000756","grey","#BEBEBE"
"480","AARA000758","grey","#BEBEBE"
"481","AARA000760","brown4","#8B2323"
"482","AARA000762","salmon","#FA8072"
"483","AARA000765","brown","#A52A2A"
"484","AARA000766","midnightblue","#191970"
"485","AARA000767","midnightblue","#191970"
"486","AARA000768","grey","#BEBEBE"
"487","AARA000769","salmon","#FA8072"
"488","AARA000770","grey","#BEBEBE"
"489","AARA000771","grey","#BEBEBE"
"490","AARA000772","salmon","#FA8072"
"491","AARA000773","purple","#A020F0"
"492","AARA000776","purple","#A020F0"
"493","AARA000777","purple","#A020F0"
"494","AARA000778","salmon","#FA8072"
"495","AARA000780","midnightblue","#191970"
"496","AARA000781","salmon","#FA8072"
"497","AARA000782","brown","#A52A2A"
"498","AARA000783","grey","#BEBEBE"
"499","AARA000787","salmon","#FA8072"
"500","AARA000788","salmon","#FA8072"
"501","AARA000789","orange","#FFA500"
"502","AARA000790","purple","#A020F0"
"503","AARA000791","mediumpurple3","#8968CD"
"504","AARA000792","purple","#A020F0"
"505","AARA000793","orange","#FFA500"
"506","AARA000794","salmon","#FA8072"
"507","AARA000795","midnightblue","#191970"
"508","AARA000796","grey","#BEBEBE"
"509","AARA000797","grey","#BEBEBE"
"510","AARA000798","paleturquoise","#AFEEEE"
"511","AARA000799","grey","#BEBEBE"
"512","AARA000800","black","#000000"
"513","AARA000801","salmon","#FA8072"
"514","AARA000802","orange","#FFA500"
"515","AARA000805","brown","#A52A2A"
"516","AARA000806","midnightblue","#191970"
"517","AARA000807","purple","#A020F0"
"518","AARA000810","orange","#FFA500"
"519","AARA000814","bisque4","#8B7D6B"
"520","AARA000815","darkorange","#FF8C00"
"521","AARA000816","salmon","#FA8072"
"522","AARA000817","grey","#BEBEBE"
"523","AARA000818","brown","#A52A2A"
"524","AARA000819","orange","#FFA500"
"525","AARA000820","salmon","#FA8072"
"526","AARA000821","brown","#A52A2A"
"527","AARA000822","orange","#FFA500"
"528","AARA000824","salmon","#FA8072"
"529","AARA000826","grey","#BEBEBE"
"530","AARA000829","salmon","#FA8072"
"531","AARA000830","grey","#BEBEBE"
"532","AARA000831","grey","#BEBEBE"
"533","AARA000833","midnightblue","#191970"
"534","AARA000834","orange","#FFA500"
"535","AARA000835","grey","#BEBEBE"
"536","AARA000837","purple","#A020F0"
"537","AARA000838","salmon","#FA8072"
"538","AARA000839","grey","#BEBEBE"
"539","AARA000840","grey","#BEBEBE"
"540","AARA000841","brown","#A52A2A"
"541","AARA000842","salmon","#FA8072"
"542","AARA000843","darkolivegreen","#556B2F"
"543","AARA000844","brown","#A52A2A"
"544","AARA000845","grey","#BEBEBE"
"545","AARA000846","brown","#A52A2A"
"546","AARA000847","salmon","#FA8072"
"547","AARA000848","purple","#A020F0"
"548","AARA000849","midnightblue","#191970"
"549","AARA000858","black","#000000"
"550","AARA000859","salmon","#FA8072"
"551","AARA000862","greenyellow","#ADFF2F"
"552","AARA000863","salmon","#FA8072"
"553","AARA000864","mediumpurple3","#8968CD"
"554","AARA000865","grey","#BEBEBE"
"555","AARA000866","salmon","#FA8072"
"556","AARA000867","salmon","#FA8072"
"557","AARA000868","black","#000000"
"558","AARA000869","grey","#BEBEBE"
"559","AARA000870","grey","#BEBEBE"
"560","AARA000872","salmon","#FA8072"
"561","AARA000874","midnightblue","#191970"
"562","AARA000875","purple","#A020F0"
"563","AARA000876","grey","#BEBEBE"
"564","AARA000877","grey","#BEBEBE"
"565","AARA000880","grey","#BEBEBE"
"566","AARA000882","midnightblue","#191970"
"567","AARA000885","orange","#FFA500"
"568","AARA000889","purple","#A020F0"
"569","AARA000891","purple","#A020F0"
"570","AARA000893","salmon","#FA8072"
"571","AARA000894","salmon","#FA8072"
"572","AARA000895","midnightblue","#191970"
"573","AARA000896","orangered4","#8B2500"
"574","AARA000897","grey","#BEBEBE"
"575","AARA000898","grey","#BEBEBE"
"576","AARA000899","grey","#BEBEBE"
"577","AARA000900","salmon","#FA8072"
"578","AARA000901","darkorange","#FF8C00"
"579","AARA000902","grey","#BEBEBE"
"580","AARA000903","salmon","#FA8072"
"581","AARA000905","salmon","#FA8072"
"582","AARA000909","midnightblue","#191970"
"583","AARA000910","orange","#FFA500"
"584","AARA000914","salmon","#FA8072"
"585","AARA000916","grey","#BEBEBE"
"586","AARA000918","black","#000000"
"587","AARA000921","midnightblue","#191970"
"588","AARA000922","darkorange","#FF8C00"
"589","AARA000923","purple","#A020F0"
"590","AARA000924","brown","#A52A2A"
"591","AARA000925","grey","#BEBEBE"
"592","AARA000927","orange","#FFA500"
"593","AARA000928","brown","#A52A2A"
"594","AARA000929","bisque4","#8B7D6B"
"595","AARA000933","brown","#A52A2A"
"596","AARA000934","grey","#BEBEBE"
"597","AARA000935","salmon","#FA8072"
"598","AARA000939","brown","#A52A2A"
"599","AARA000940","black","#000000"
"600","AARA000941","darkorange","#FF8C00"
"601","AARA000944","grey","#BEBEBE"
"602","AARA000945","grey","#BEBEBE"
"603","AARA000946","salmon","#FA8072"
"604","AARA000949","brown","#A52A2A"
"605","AARA000950","black","#000000"
"606","AARA000957","darkturquoise","#00CED1"
"607","AARA000958","paleturquoise","#AFEEEE"
"608","AARA000959","purple","#A020F0"
"609","AARA000960","darkolivegreen","#556B2F"
"610","AARA000963","brown","#A52A2A"
"611","AARA000964","salmon","#FA8072"
"612","AARA000965","salmon","#FA8072"
"613","AARA000968","salmon","#FA8072"
"614","AARA000969","grey","#BEBEBE"
"615","AARA000970","grey","#BEBEBE"
"616","AARA000972","salmon","#FA8072"
"617","AARA000975","purple","#A020F0"
"618","AARA000976","grey","#BEBEBE"
"619","AARA000977","purple","#A020F0"
"620","AARA000978","grey","#BEBEBE"
"621","AARA000979","orange","#FFA500"
"622","AARA000980","salmon","#FA8072"
"623","AARA000981","salmon","#FA8072"
"624","AARA000982","salmon","#FA8072"
"625","AARA000983","black","#000000"
"626","AARA000984","black","#000000"
"627","AARA000985","salmon","#FA8072"
"628","AARA000986","orange","#FFA500"
"629","AARA000987","salmon","#FA8072"
"630","AARA000989","salmon","#FA8072"
"631","AARA000992","salmon","#FA8072"
"632","AARA000994","grey","#BEBEBE"
"633","AARA000995","salmon","#FA8072"
"634","AARA000996","salmon","#FA8072"
"635","AARA000997","purple","#A020F0"
"636","AARA000998","black","#000000"
"637","AARA000999","salmon","#FA8072"
"638","AARA001001","salmon","#FA8072"
"639","AARA001002","purple","#A020F0"
"640","AARA001003","orange","#FFA500"
"641","AARA001007","orangered4","#8B2500"
"642","AARA001008","brown","#A52A2A"
"643","AARA001010","salmon","#FA8072"
"644","AARA001011","salmon","#FA8072"
"645","AARA001012","salmon","#FA8072"
"646","AARA001013","grey","#BEBEBE"
"647","AARA001014","purple","#A020F0"
"648","AARA001015","brown","#A52A2A"
"649","AARA001016","brown","#A52A2A"
"650","AARA001017","salmon","#FA8072"
"651","AARA001018","grey","#BEBEBE"
"652","AARA001019","orange","#FFA500"
"653","AARA001020","grey","#BEBEBE"
"654","AARA001024","salmon","#FA8072"
"655","AARA001025","grey","#BEBEBE"
"656","AARA001026","salmon","#FA8072"
"657","AARA001027","grey","#BEBEBE"
"658","AARA001028","orange","#FFA500"
"659","AARA001032","orange","#FFA500"
"660","AARA001033","purple","#A020F0"
"661","AARA001034","brown","#A52A2A"
"662","AARA001035","grey","#BEBEBE"
"663","AARA001036","salmon","#FA8072"
"664","AARA001038","salmon","#FA8072"
"665","AARA001040","salmon","#FA8072"
"666","AARA001042","salmon","#FA8072"
"667","AARA001043","salmon","#FA8072"
"668","AARA001044","salmon","#FA8072"
"669","AARA001045","orange","#FFA500"
"670","AARA001046","salmon","#FA8072"
"671","AARA001048","salmon","#FA8072"
"672","AARA001049","salmon","#FA8072"
"673","AARA001050","grey","#BEBEBE"
"674","AARA001051","salmon","#FA8072"
"675","AARA001052","orange","#FFA500"
"676","AARA001053","purple","#A020F0"
"677","AARA001056","purple","#A020F0"
"678","AARA001060","salmon","#FA8072"
"679","AARA001061","salmon","#FA8072"
"680","AARA001062","purple","#A020F0"
"681","AARA001063","salmon","#FA8072"
"682","AARA001065","salmon","#FA8072"
"683","AARA001067","salmon","#FA8072"
"684","AARA001068","grey","#BEBEBE"
"685","AARA001069","salmon","#FA8072"
"686","AARA001070","grey","#BEBEBE"
"687","AARA001071","grey","#BEBEBE"
"688","AARA001073","salmon","#FA8072"
"689","AARA001074","purple","#A020F0"
